signal_i,entry_i,signal_time,session,style,direction,entry,stop,risk,target_r,range_ratio,excursion_atr,body_frac,entry_time,exit_time,gross_r,net_r,reason,balance_before_rm,risk_rm,pnl_rm,balance_after_rm
37265,37266,2026-04-13 13:50:00+00:00,NEW_YORK,REVERSAL,-1,4726.218,4745.617740407137,19.39974040713696,2.0,0.6242016520480209,0.5526810990551122,0.5672532188841226,2026-04-13 13:55:00+00:00,2026-04-13 16:45:00+00:00,-1.0,-1.02436227444704,stop,119.07601330098161,5.953800665049081,-6.0988487908539755,112.97716451012764
37463,37464,2026-04-14 07:20:00+00:00,LONDON,REVERSAL,-1,4772.485,4787.859359505345,15.374359505345637,2.0,0.38119027735694455,1.5752853888143865,0.8092715231787938,2026-04-14 07:25:00+00:00,2026-04-14 08:30:00+00:00,-1.0,-1.0310418459926127,stop,112.97716451012764,5.648858225506382,-5.824209212576655,107.15295529755099
37545,37546,2026-04-14 14:10:00+00:00,NEW_YORK,REVERSAL,-1,4794.705,4803.534113491253,8.829113491253338,2.0,0.7647108915950002,0.7966717532338232,0.8392018779341865,2026-04-14 14:15:00+00:00,2026-04-14 14:15:00+00:00,-1.0,-1.0543056220168643,stop,107.15295529755099,5.35764776487755,-5.648598159296488,101.5043571382545
37737,37738,2026-04-15 07:10:00+00:00,LONDON,REVERSAL,1,4815.605,4807.15695756859,8.448042431409704,2.0,0.8679136520511792,0.7821456708861171,0.7431192660550516,2026-04-15 07:15:00+00:00,2026-04-15 07:25:00+00:00,-1.0,-1.057002613790097,stop,101.5043571382545,5.075217856912726,-5.364518540310926,96.13983859794358
37825,37826,2026-04-15 14:30:00+00:00,NEW_YORK,REVERSAL,-1,4818.765,4826.420485980694,7.655485980693811,2.0,0.6031337818274626,0.725586355717702,0.7431490384615635,2026-04-15 14:35:00+00:00,2026-04-15 15:05:00+00:00,2.0,1.9370547472472377,target,96.13983859794358,4.80699192989718,9.311406537786493,105.45124513573008
38043,38044,2026-04-16 09:40:00+00:00,LONDON,REVERSAL,1,4814.505,4809.6740463271135,4.830953672886608,2.0,0.4033167544877495,0.15815821564932758,0.5522727272725182,2026-04-16 09:45:00+00:00,2026-04-16 10:10:00+00:00,-1.0,-1.0996595149943391,stop,105.45124513573008,5.272562256786504,-5.7980232540753045,99.65322188165477
38108,38109,2026-04-16 15:05:00+00:00,NEW_YORK,REVERSAL,1,4808.265,4797.656198946955,10.608801053045681,2.0,0.44077322660308343,0.6575804284059453,0.6177669111654163,2026-04-16 15:10:00+00:00,2026-04-16 16:20:00+00:00,-1.0,-1.0453233591237872,stop,99.65322188165477,4.982661094082739,-5.208492032241973,94.4447298494128
38847,38848,2026-04-21 07:40:00+00:00,LONDON,REVERSAL,1,4786.235,4779.675148771526,6.559851228473235,2.0,0.7062144805007653,0.4755948339329754,0.7483504680067297,2026-04-21 07:45:00+00:00,2026-04-21 08:05:00+00:00,-1.0,-1.0729625540778303,stop,94.4447298494128,4.72223649247064,-5.0667829279208325,89.37794692149197
38916,38917,2026-04-21 13:25:00+00:00,NEW_YORK,REVERSAL,1,4774.455,4767.981335540283,6.473664459716929,2.0,0.4850902184235502,0.4916651046573585,0.7725040916529959,2026-04-21 13:30:00+00:00,2026-04-21 13:40:00+00:00,2.0,1.9262480310848737,target,89.37794692149197,4.468897346074598,8.608204713996614,97.98615163548858
39185,39186,2026-04-22 12:50:00+00:00,NEW_YORK,REVERSAL,1,4746.295,4742.096811354135,4.19818864586523,2.0,0.515116279069767,0.5859484802698984,0.5906862745097788,2026-04-22 12:55:00+00:00,2026-04-22 13:00:00+00:00,-1.0,-1.1130557819185805,stop,97.98615163548858,4.89930758177443,-5.453202631291568,92.53294900419701
39433,39434,2026-04-23 10:30:00+00:00,LONDON,REVERSAL,1,4692.485,4683.181683343363,9.303316656636525,2.0,0.9938116012279735,1.3985072873882602,0.6137624861265449,2026-04-23 10:35:00+00:00,2026-04-23 11:50:00+00:00,2.0,1.9495611600336895,target,92.53294900419701,4.626647450209851,9.019932170098029,101.55288117429504
39474,39475,2026-04-23 13:55:00+00:00,NEW_YORK,REVERSAL,-1,4724.115,4736.627506470079,12.512506470079643,2.0,0.8016586040082897,1.5561257813422957,0.9658792650918357,2026-04-23 14:00:00+00:00,2026-04-23 15:15:00+00:00,-1.0,-1.0377551453123839,stop,101.55288117429504,5.077644058714752,-5.269351247996091,96.28352992629895
40012,40013,2026-04-27 12:45:00+00:00,NEW_YORK,REVERSAL,1,4703.175,4696.636198070045,6.538801929955298,2.0,0.4170315236427334,0.4250859169616487,0.7631578947369051,2026-04-27 12:50:00+00:00,2026-04-27 13:00:00+00:00,-1.0,-1.0719271672453328,stop,96.28352992629895,4.814176496314948,-5.160446574313943,91.12308335198502
