year,direction_text,trades,net_r_sum,avg_net_r,positive_trade_pct
2024,SHORT,175,-31.596915448077226,-0.1805538025604413,27.42857142857143
2025,SHORT,117,-5.49440521462401,-0.04696072833011974,32.47863247863248
2024,LONG,258,0.9361498608453322,0.003628487832733846,34.883720930232556
2026,LONG,130,27.815513393830592,0.2139654876448507,38.46153846153847
2026,SHORT,154,34.48359598504605,0.22391945444835099,37.01298701298701
2025,LONG,248,76.12477274825936,0.30695472882362645,41.935483870967744
