year,feed,entry_time,month,hour_utc,session,technique,direction,direction_text,net_r,gross_r,target_r,reason,h1_bias,h4_bias,h1_align_trade,h4_align_trade,both_align_trade,both_oppose_trade,htf_state,router_mode,h4_adx,h4_adx_band,m15_adx,m15_adx_band,range_atr,range_atr_band,atr
2024,secondary,2024-06-25 10:30:00+00:00,2024-06,10,LONDON,Structural Portfolio MTF,1,LONG,-1.035372917850888,-1.0,3.0,stop,0,0,False,False,False,False,NEUTRAL_MIX,MIXED,17.97257567509701,<18,25.36767700693966,25+,0.9308083190855517,0.6-1.0 ATR,2.3313070537787333
2024,secondary,2024-06-25 16:15:00+00:00,2024-06,16,NEW_YORK,Outcome First M15,1,LONG,-1.0290984133603858,-1.0,2.0,stop,-1,0,False,False,False,False,NEUTRAL_MIX,MIXED,16.339747512124454,<18,29.71770224786386,25+,0.6761433067742476,0.6-1.0 ATR,3.7418103154343108
2024,secondary,2024-06-26 10:15:00+00:00,2024-06,10,LONDON,Outcome First M15,-1,SHORT,2.954934976706324,3.0,3.0,target,-1,-1,True,True,True,False,ALIGNED_WEAK,MIXED,16.670272937353705,<18,15.514999113567145,15-20,1.1664579207259376,1.0-1.5 ATR,2.537596896901261
2024,secondary,2024-06-26 19:15:00+00:00,2024-06,19,OTHER,V1 Legacy M15,-1,SHORT,-1.0442237276444883,-1.0,2.0,stop,-1,-1,True,True,True,False,STRONG_ALIGNED,TREND,19.391552164980823,18-22,21.81629150318446,20-25,0.8276797500595497,0.6-1.0 ATR,2.754688633902375
2024,secondary,2024-06-27 16:45:00+00:00,2024-06,16,NEW_YORK,Structural Frequency M15,-1,SHORT,-1.0420290830238474,-1.0,2.0,stop,0,0,False,False,False,False,NEUTRAL_MIX,MIXED,22.199131142436354,22-30,61.57476179218803,25+,0.4249166267058286,<0.6 ATR,3.435968159962825
2024,secondary,2024-06-28 10:15:00+00:00,2024-06,10,LONDON,Structural Portfolio MTF,1,LONG,-1.0587218222811494,-1.0,3.0,stop,1,0,True,False,False,False,NEUTRAL_MIX,MIXED,19.459894421740064,18-22,26.885518392294678,25+,0.8611463843324463,0.6-1.0 ATR,1.997337538998767
2024,secondary,2024-06-28 13:45:00+00:00,2024-06,13,NEW_YORK,Outcome First M15,-1,SHORT,0.45107842691578226,0.4765556840126155,2.0,time_exit,1,0,False,False,False,False,NEUTRAL_MIX,MIXED,19.416230930227783,18-22,36.430064599425464,25+,1.64086531939284,1.5+ ATR,3.0898331143205504
2024,secondary,2024-07-01 08:00:00+00:00,2024-07,8,LONDON,Structural Frequency M15,-1,SHORT,-1.0410639554784442,-1.0,2.0,stop,0,0,False,False,False,False,NEUTRAL_MIX,MIXED,16.60686052332915,<18,14.559988284912466,<15,1.2749445224479157,1.0-1.5 ATR,2.3844174757997396
2024,secondary,2024-07-01 09:30:00+00:00,2024-07,9,LONDON,Structural Portfolio MTF,1,LONG,-1.0390901619124053,-1.0,3.0,stop,1,0,True,False,False,False,NEUTRAL_MIX,MIXED,16.60686052332915,<18,13.943395720945084,<15,0.7813797811216183,0.6-1.0 ATR,2.44439393768057
2024,secondary,2024-07-01 14:45:00+00:00,2024-07,14,NEW_YORK,Structural Portfolio MTF,-1,SHORT,-0.6994913455607501,-0.6801554501908331,3.0,time_exit,0,0,False,False,False,False,NEUTRAL_MIX,MIXED,17.006562046644323,<18,20.8612380680532,20-25,1.2389295252707002,1.0-1.5 ATR,4.019599096172893
2024,secondary,2024-07-02 12:45:00+00:00,2024-07,12,NEW_YORK,Structural Frequency M15,1,LONG,1.0423327202241204,1.075736715005521,2.0,time_exit,0,0,False,False,False,False,NEUTRAL_MIX,MIXED,14.450955352393326,<18,22.67398229536417,20-25,1.7420310293340169,1.5+ ATR,2.726702291758797
2024,secondary,2024-07-03 11:30:00+00:00,2024-07,11,LONDON,Outcome First M15,-1,SHORT,-1.0464075084383462,-1.0,3.0,stop,1,1,False,False,False,True,ALIGNED_WEAK,MIXED,12.510194336005428,<18,32.18251961533121,25+,1.315034491738043,1.0-1.5 ATR,2.6235053313624555
2024,secondary,2024-07-03 22:00:00+00:00,2024-07,22,OTHER,Structural Portfolio MTF,1,LONG,-1.0864324053674617,-1.0,4.0,stop,1,1,True,True,True,False,STRONG_ALIGNED,TREND,18.388360209927324,18-22,16.91512611860477,15-20,0.322971433541587,<0.6 ATR,2.260261819428128
2024,secondary,2024-07-04 11:15:00+00:00,2024-07,11,LONDON,Outcome First M15,1,LONG,-1.0805540156354239,-1.0,3.0,stop,1,1,True,True,True,False,STRONG_ALIGNED,TREND,23.414562205292818,22-30,17.707820503803653,15-20,0.826901940409985,0.6-1.0 ATR,1.8865598491962472
2024,secondary,2024-07-04 23:15:00+00:00,2024-07,23,OTHER,Structural Portfolio MTF,1,LONG,-1.0761917042137326,-1.0,4.0,stop_same_bar,1,1,True,True,True,False,STRONG_ALIGNED,TREND,26.022912449951534,22-30,17.805835520653947,15-20,0.598429423957137,<0.6 ATR,1.437095111923717
2024,secondary,2024-07-05 14:45:00+00:00,2024-07,14,NEW_YORK,M15-0591 MTF,1,LONG,0.295236213782116,0.31999893669432394,4.0,time_exit,1,1,True,True,True,False,STRONG_ALIGNED,TREND,29.8226887563428,22-30,18.94342294469251,15-20,1.1903523325269891,1.0-1.5 ATR,5.174938404096577
2024,secondary,2024-07-08 04:30:00+00:00,2024-07,4,ASIA,Structural Portfolio MTF,1,LONG,-1.0847508618794122,-1.0,4.0,stop,1,1,True,True,True,False,STRONG_ALIGNED,TREND,38.748952785759556,30+,18.689213856641075,15-20,0.3510047921874711,<0.6 ATR,2.2221918827340357
2024,secondary,2024-07-08 10:30:00+00:00,2024-07,10,LONDON,Structural Frequency M15,1,LONG,-1.0480581145236953,-1.0,2.0,stop,0,1,False,True,False,False,NEUTRAL_MIX,MIXED,38.46332186789392,30+,41.676901055550935,25+,0.7344236778000416,0.6-1.0 ATR,2.478133610086619
2024,secondary,2024-07-08 17:00:00+00:00,2024-07,17,OTHER,Structural Frequency M15,1,LONG,0.6366477263507186,0.66641779571074,2.0,time_exit,0,0,False,False,False,False,NEUTRAL_MIX,MIXED,34.999782063332276,30+,36.916073843368295,25+,0.4402509581224669,<0.6 ATR,3.929576910809982
2024,secondary,2024-07-09 13:15:00+00:00,2024-07,13,NEW_YORK,Outcome First M15,1,LONG,-1.0363932832096892,-1.0,2.0,stop,-1,0,False,False,False,False,NEUTRAL_MIX,MIXED,25.489305000031937,22-30,20.253893108060893,20-25,1.7762446255389366,1.5+ ATR,2.6122528019427698
2024,secondary,2024-07-10 11:45:00+00:00,2024-07,11,LONDON,V1 Legacy M15,1,LONG,-1.0432545598487777,-1.0,3.0,stop,1,1,True,True,True,False,STRONG_ALIGNED,TREND,20.657515235259453,18-22,33.42348987689672,25+,2.0106397509787026,1.5+ ATR,1.8551309344124909
2024,secondary,2024-07-11 02:00:00+00:00,2024-07,2,ASIA,V1 Legacy M15,1,LONG,1.9333566666477202,2.0,2.0,target,1,1,True,True,True,False,STRONG_ALIGNED,TREND,19.048377279302446,18-22,16.843895881885853,15-20,0.8064361714450793,0.6-1.0 ATR,1.4508277795916713
2024,secondary,2024-07-11 08:15:00+00:00,2024-07,8,LONDON,V1 Legacy M15,1,LONG,2.9525725028389007,3.0,3.0,target,1,1,True,True,True,False,STRONG_ALIGNED,TREND,20.001669630338156,18-22,31.426545150639324,25+,2.1933562897632,1.5+ ATR,2.0516502590127894
2024,secondary,2024-07-11 15:15:00+00:00,2024-07,15,NEW_YORK,M15-0591 MTF,1,LONG,-1.0250803277940161,-1.0,4.0,stop,1,1,True,True,True,False,STRONG_ALIGNED,TREND,20.688831369055144,18-22,38.383620548329795,25+,1.272952821187815,1.0-1.5 ATR,5.899668766193946
2024,secondary,2024-07-12 03:00:00+00:00,2024-07,3,ASIA,Structural Portfolio MTF,1,LONG,-1.080083053224518,-1.0,4.0,stop,1,1,True,True,True,False,STRONG_ALIGNED,TREND,28.596834596259995,22-30,16.289282623672975,15-20,0.8784614280918115,0.6-1.0 ATR,2.6865152236974708
2024,secondary,2024-07-12 16:30:00+00:00,2024-07,16,NEW_YORK,V1 Legacy M15,1,LONG,-1.0327989003257165,-1.0,3.0,stop,1,1,True,True,True,False,STRONG_ALIGNED,TREND,30.53159861754788,30+,22.99057736192751,20-25,0.6001157912099738,0.6-1.0 ATR,3.5326515833318264
2024,secondary,2024-07-15 03:45:00+00:00,2024-07,3,ASIA,V1 Legacy M15,1,LONG,-1.081698022609354,-1.0,2.0,stop,1,1,True,True,True,False,STRONG_ALIGNED,TREND,29.064452171379383,22-30,17.402705595841503,15-20,0.8086733241338772,0.6-1.0 ATR,2.0156470497471304
2024,secondary,2024-07-15 08:15:00+00:00,2024-07,8,LONDON,Structural Frequency M15,1,LONG,1.9617626033544262,2.0,2.0,target,0,1,False,True,False,False,NEUTRAL_MIX,MIXED,26.7265919955074,22-30,21.474507061155844,20-25,0.5140537789332843,<0.6 ATR,2.159307149347369
2024,secondary,2024-07-16 01:15:00+00:00,2024-07,1,ASIA,V1 Legacy M15,1,LONG,1.9514276044287915,2.0,2.0,target,1,1,True,True,True,False,STRONG_ALIGNED,TREND,28.185457415352495,22-30,11.985395138896216,<15,2.0085496280919117,1.5+ ATR,2.0213590658732574
2024,secondary,2024-07-16 14:30:00+00:00,2024-07,14,NEW_YORK,M15-0591 MTF,1,LONG,2.7858034056607774,2.808224120442679,4.0,time_exit,1,1,True,True,True,False,STRONG_ALIGNED,TREND,32.42811654250415,30+,27.83406249337937,25+,1.030497008347951,1.0-1.5 ATR,4.434753291837439
2024,secondary,2024-07-17 02:00:00+00:00,2024-07,2,ASIA,M15-0591 MTF,1,LONG,-1.0460706894474838,-1.0,4.0,stop,1,1,True,True,True,False,STRONG_ALIGNED,TREND,38.96995534489967,30+,42.3170398480956,25+,1.3703969149916828,1.0-1.5 ATR,3.276423020864019
2024,secondary,2024-07-17 07:45:00+00:00,2024-07,7,LONDON,Outcome First M15,1,LONG,-1.0265010791224662,-1.0,3.0,stop,1,1,True,True,True,False,STRONG_ALIGNED,TREND,41.23594147650026,30+,30.447007564670034,25+,1.5646566380852553,1.5+ ATR,3.6365806155164995
2024,secondary,2024-07-17 18:45:00+00:00,2024-07,18,OTHER,Structural Portfolio MTF,1,LONG,2.9580395415804683,3.0,3.0,target,0,1,False,True,False,False,NEUTRAL_MIX,MIXED,45.313429356326196,30+,28.921359220936658,25+,0.4108260463805586,<0.6 ATR,4.6491696834396254
2024,secondary,2024-07-22 00:30:00+00:00,2024-07,0,ASIA,Structural Portfolio MTF,-1,SHORT,2.9282751945261434,3.0,3.0,target,-1,0,True,False,False,False,NEUTRAL_MIX,MIXED,34.09137146499096,30+,29.663635889550328,25+,0.9204397463886886,0.6-1.0 ATR,2.683499935428423
2024,secondary,2024-07-23 07:00:00+00:00,2024-07,7,LONDON,M15-0591 MTF,-1,SHORT,-1.0650140834129593,-1.0,4.0,stop,-1,-1,True,True,True,False,STRONG_ALIGNED,TREND,31.290794460594807,30+,23.401375957781998,20-25,1.3648354190389582,1.0-1.5 ATR,2.652334449635616
2024,secondary,2024-07-25 07:15:00+00:00,2024-07,7,LONDON,V1 Legacy M15,-1,SHORT,-1.0193861178091168,-1.0,3.0,stop,-1,-1,True,True,True,False,STRONG_ALIGNED,TREND,20.086511496754746,18-22,50.21276894086954,25+,1.4254844334427061,1.0-1.5 ATR,4.391489554804615
2024,secondary,2024-07-25 14:15:00+00:00,2024-07,14,NEW_YORK,V1 Legacy M15,-1,SHORT,-1.014909747515321,-1.0,2.0,stop,-1,-1,True,True,True,False,STRONG_ALIGNED,TREND,21.40595836600864,18-22,18.9792712816417,15-20,0.9057598363945185,0.6-1.0 ATR,5.851440731901945
2024,secondary,2024-07-26 11:15:00+00:00,2024-07,11,LONDON,Structural Portfolio MTF,-1,SHORT,-1.0647692911117301,-1.0,3.0,stop,0,-1,False,True,False,False,NEUTRAL_MIX,MIXED,23.625058939852156,22-30,10.124623926287983,<15,1.0689633363406557,1.0-1.5 ATR,2.619360182721391
2024,secondary,2024-07-29 12:45:00+00:00,2024-07,12,NEW_YORK,Outcome First M15,1,LONG,-1.041159755534142,-1.0,2.0,stop,0,-1,False,False,False,False,NEUTRAL_MIX,MIXED,18.27637892470379,18-22,16.909400246673886,15-20,1.1692979343616114,1.0-1.5 ATR,3.087322652263629
2024,secondary,2024-07-30 13:15:00+00:00,2024-07,13,NEW_YORK,Structural Frequency M15,1,LONG,-1.0450198936801274,-1.0,2.0,stop,0,0,False,False,False,False,NEUTRAL_MIX,MIXED,14.840629850270714,<18,25.065196716686064,25+,2.1796286823413595,1.5+ ATR,2.404079209661972
2024,secondary,2024-07-30 16:30:00+00:00,2024-07,16,NEW_YORK,Outcome First M15,1,LONG,1.9670940971807482,2.0,2.0,target,0,-1,False,False,False,False,NEUTRAL_MIX,MIXED,14.00778495041046,<18,20.545764131598634,20-25,1.2359446963877254,1.0-1.5 ATR,3.7380313322296224
2024,secondary,2024-07-31 14:00:00+00:00,2024-07,14,NEW_YORK,M15-0591 MTF,1,LONG,-1.0362872442758149,-1.0,3.0,stop,1,0,True,False,False,False,NEUTRAL_MIX,MIXED,18.424826304533042,18-22,20.706727674886746,20-25,1.5153846052405773,1.5+ ATR,3.1741116963744833
2024,secondary,2024-07-31 19:00:00+00:00,2024-07,19,OTHER,M15-0591 MTF,1,LONG,1.272032042373161,1.2977511882345836,4.0,time_exit,1,1,True,True,True,False,STRONG_ALIGNED,TREND,19.94469987268979,18-22,19.71604776228831,15-20,1.3960545345478688,1.0-1.5 ATR,3.6316632871667522
2024,secondary,2024-08-01 10:30:00+00:00,2024-08,10,LONDON,Structural Portfolio MTF,1,LONG,2.9582667984223443,3.0,3.0,target,0,1,False,True,False,False,NEUTRAL_MIX,MIXED,29.41538125703756,22-30,32.14326200570017,25+,0.9959493589006585,0.6-1.0 ATR,3.062404702349882
2024,secondary,2024-08-01 13:15:00+00:00,2024-08,13,NEW_YORK,M15-0591 MTF,1,LONG,-1.0294936018216998,-1.0,4.0,stop,1,1,True,True,True,False,STRONG_ALIGNED,TREND,30.158136160881742,30+,32.449658654092495,25+,1.2813307177184534,1.0-1.5 ATR,3.8319537119523956
2024,secondary,2024-08-01 22:00:00+00:00,2024-08,22,OTHER,V1 Legacy M15,1,LONG,-1.0499443404132631,-1.0,2.0,stop,1,1,True,True,True,False,STRONG_ALIGNED,TREND,32.53892702222158,30+,18.3476094616099,15-20,1.2935405692917592,1.0-1.5 ATR,3.5793233779556926
2024,secondary,2024-08-02 04:45:00+00:00,2024-08,4,ASIA,V1 Legacy M15,1,LONG,-1.0301460779167602,-1.0,3.0,stop,1,1,True,True,True,False,STRONG_ALIGNED,TREND,34.51916538619241,30+,22.055437416602306,20-25,0.9477813549377351,0.6-1.0 ATR,3.8827520512276754
2024,secondary,2024-08-02 16:15:00+00:00,2024-08,16,NEW_YORK,Structural Frequency M15,1,LONG,-0.5678879108975549,-0.559084852630109,2.0,time_exit,0,1,False,True,False,False,NEUTRAL_MIX,MIXED,34.77964709338878,30+,31.573760334185824,25+,0.9165713588685706,0.6-1.0 ATR,10.081048148183717
2024,secondary,2024-08-05 20:30:00+00:00,2024-08,20,OTHER,Structural Portfolio MTF,-1,SHORT,-1.0384598186869265,-1.0,3.0,stop,-1,0,True,False,False,False,NEUTRAL_MIX,MIXED,28.20640828571054,22-30,15.017282156169493,15-20,0.37435266230365677,<0.6 ATR,4.888438588198205
2024,secondary,2024-08-06 11:15:00+00:00,2024-08,11,LONDON,Structural Frequency M15,-1,SHORT,1.9536853673938555,2.0,2.0,target,0,0,False,False,False,False,NEUTRAL_MIX,MIXED,29.861206385564458,22-30,18.096261810428604,15-20,0.563053067716376,<0.6 ATR,3.7651868386014873
2024,secondary,2024-08-07 06:00:00+00:00,2024-08,6,OTHER,Structural Portfolio MTF,-1,SHORT,-1.04776060462271,-1.0,4.0,stop,-1,-1,True,True,True,False,STRONG_ALIGNED,TREND,34.434789284746174,30+,19.353889539692506,15-20,1.3739168902354861,1.0-1.5 ATR,3.3699272735529755
2024,secondary,2024-08-07 18:45:00+00:00,2024-08,18,OTHER,V1 Legacy M15,-1,SHORT,-1.022955434382443,-1.0,2.0,stop,-1,-1,True,True,True,False,STRONG_ALIGNED,TREND,33.972112544896866,30+,20.96127218404558,20-25,1.2735074619024072,1.0-1.5 ATR,3.9183123376015057
2024,secondary,2024-08-08 07:00:00+00:00,2024-08,7,LONDON,M15-0591 MTF,1,LONG,2.9518325073697937,3.0,3.0,target,0,-1,False,False,False,False,NEUTRAL_MIX,MIXED,33.20882370893356,30+,31.801546877358373,25+,0.5807121525166876,<0.6 ATR,3.03076144071083
2024,secondary,2024-08-08 13:00:00+00:00,2024-08,13,NEW_YORK,Structural Portfolio MTF,-1,SHORT,-1.0310078599734975,-1.0,3.0,stop,0,0,False,False,False,False,NEUTRAL_MIX,MIXED,30.162529607246306,30+,40.843637047408194,25+,0.8257944427104983,0.6-1.0 ATR,3.6570844314329793
2024,secondary,2024-08-08 15:15:00+00:00,2024-08,15,NEW_YORK,Outcome First M15,-1,SHORT,-1.0201473272903987,-1.0,2.0,stop,1,0,False,False,False,False,NEUTRAL_MIX,MIXED,30.162529607246306,30+,36.92988702731464,25+,0.8754370818506975,0.6-1.0 ATR,5.357323898235232
2024,secondary,2024-08-09 07:30:00+00:00,2024-08,7,LONDON,Structural Frequency M15,1,LONG,0.4841422727132057,0.5148884699168099,2.0,time_exit,1,0,True,False,False,False,NEUTRAL_MIX,MIXED,23.999163463538533,22-30,16.135015670808315,15-20,1.515821151833203,1.5+ ATR,2.6520279091885453
2024,secondary,2024-08-12 04:45:00+00:00,2024-08,4,ASIA,V1 Legacy M15,1,LONG,1.9588588328268788,2.0,2.0,target,1,1,True,True,True,False,STRONG_ALIGNED,TREND,18.433180780128925,18-22,12.981476236349206,<15,0.8581598916351225,0.6-1.0 ATR,2.1091640586362104
2024,secondary,2024-08-12 13:30:00+00:00,2024-08,13,NEW_YORK,V1 Legacy M15,1,LONG,2.949680784899696,3.0,3.0,target,1,1,True,True,True,False,STRONG_ALIGNED,TREND,19.300916730257935,18-22,41.41938093096019,25+,1.1045332015054703,1.0-1.5 ATR,2.3086675860214534
2024,secondary,2024-08-12 17:45:00+00:00,2024-08,17,OTHER,V1 Legacy M15,1,LONG,-1.0369353270448676,-1.0,3.0,stop,1,1,True,True,True,False,STRONG_ALIGNED,TREND,20.706450571038456,18-22,42.95912104312369,25+,1.037124306018988,1.0-1.5 ATR,3.712187611125061
2024,secondary,2024-08-13 12:45:00+00:00,2024-08,12,NEW_YORK,V1 Legacy M15,1,LONG,-1.0310219363629958,-1.0,3.0,stop,1,1,True,True,True,False,STRONG_ALIGNED,TREND,25.884061497833784,22-30,23.60042981300226,20-25,2.7922633705101876,1.5+ ATR,2.850733954421222
2024,secondary,2024-08-14 07:45:00+00:00,2024-08,7,LONDON,M15-0591 MTF,1,LONG,-1.052975055525433,-1.0,4.0,stop,1,1,True,True,True,False,STRONG_ALIGNED,TREND,28.06305601731468,22-30,19.51625863045181,15-20,0.8765172807499232,0.6-1.0 ATR,2.4414806724277582
2024,secondary,2024-08-16 08:30:00+00:00,2024-08,8,LONDON,M15-0591 MTF,1,LONG,3.965836508994077,4.0,4.0,target,1,1,True,True,True,False,STRONG_ALIGNED,TREND,18.566060025403964,18-22,19.510558779534904,15-20,1.186370692693003,1.0-1.5 ATR,2.722589170395028
2024,secondary,2024-08-19 08:15:00+00:00,2024-08,8,LONDON,Outcome First M15,1,LONG,-1.046083875051705,-1.0,3.0,stop,1,1,True,True,True,False,STRONG_ALIGNED,TREND,20.154337158216848,18-22,11.552201889624408,<15,0.8125286307901972,0.6-1.0 ATR,3.052200139197776
2024,secondary,2024-08-19 14:00:00+00:00,2024-08,14,NEW_YORK,Structural Frequency M15,1,LONG,0.9795027277426378,1.0056912210785012,2.0,time_exit,0,1,False,True,False,False,NEUTRAL_MIX,MIXED,18.921138566884064,18-22,38.61679011832848,25+,1.8950845589539698,1.5+ ATR,4.057866422722715
2024,secondary,2024-08-20 09:30:00+00:00,2024-08,9,LONDON,M15-0591 MTF,1,LONG,-1.0478666882166343,-1.0,4.0,stop,1,1,True,True,True,False,ALIGNED_WEAK,MIXED,14.245893410736928,<18,36.804145989673,25+,0.6692552877452272,0.6-1.0 ATR,3.6906693831608277
2024,secondary,2024-08-21 02:30:00+00:00,2024-08,2,ASIA,Structural Portfolio MTF,1,LONG,-1.0365063443197828,-1.0,4.0,stop,1,1,True,True,True,False,ALIGNED_WEAK,MIXED,12.862601512796719,<18,13.067763355929273,<15,0.9616320955979879,0.6-1.0 ATR,2.55815088874534
2024,secondary,2024-08-21 09:00:00+00:00,2024-08,9,LONDON,V1 Legacy M15,-1,SHORT,-1.0351522829893722,-1.0,2.0,stop,0,1,False,False,False,False,NEUTRAL_MIX,MIXED,11.939655359934592,<18,15.548525896799367,15-20,0.95570070457293,0.6-1.0 ATR,3.023959264832095
2024,secondary,2024-08-22 13:30:00+00:00,2024-08,13,NEW_YORK,Structural Portfolio MTF,-1,SHORT,-0.007745901497280263,0.013879367477789046,3.0,time_exit,-1,0,True,False,False,False,NEUTRAL_MIX,MIXED,12.37324821275027,<18,25.216552737577928,25+,2.0391703382147437,1.5+ ATR,3.8790285694940594
2024,secondary,2024-08-23 10:15:00+00:00,2024-08,10,LONDON,Structural Portfolio MTF,-1,SHORT,-1.0553857794860415,-1.0,3.0,stop,0,0,False,False,False,False,NEUTRAL_MIX,MIXED,19.92954003088524,18-22,31.088192795087217,25+,1.2651266825419663,1.0-1.5 ATR,2.2922605617433045
2024,secondary,2024-08-23 14:00:00+00:00,2024-08,14,NEW_YORK,Outcome First M15,-1,SHORT,-1.0425119086933732,-1.0,2.0,stop,0,1,False,False,False,False,NEUTRAL_MIX,MIXED,19.661342643795038,18-22,21.186721242663957,20-25,1.5817013443490815,1.5+ ATR,2.8640046467583797
2024,secondary,2024-08-26 17:00:00+00:00,2024-08,17,OTHER,Structural Portfolio MTF,1,LONG,-1.0285287825369962,-1.0,4.0,stop,1,1,True,True,True,False,ALIGNED_WEAK,MIXED,14.984766315269445,<18,37.21302241307911,25+,1.169784207239038,1.0-1.5 ATR,3.3339482409366723
2024,secondary,2024-08-27 08:45:00+00:00,2024-08,8,LONDON,Structural Portfolio MTF,1,LONG,0.7754291824861045,0.8081022801855484,3.0,time_exit,0,0,False,False,False,False,NEUTRAL_MIX,MIXED,13.14744375365073,<18,26.150444433222713,25+,0.6832537260538546,0.6-1.0 ATR,3.146708050048997
2024,secondary,2024-08-28 16:30:00+00:00,2024-08,16,NEW_YORK,Structural Portfolio MTF,-1,SHORT,-1.0214641509330629,-1.0,3.0,stop,-1,0,True,False,False,False,NEUTRAL_MIX,MIXED,13.675715695942491,<18,21.817303318578173,20-25,1.969383547821428,1.5+ ATR,4.021562995568505
2024,secondary,2024-08-29 10:00:00+00:00,2024-08,10,LONDON,Outcome First M15,1,LONG,-1.032848263580123,-1.0,3.0,stop,1,1,True,True,True,False,ALIGNED_WEAK,MIXED,14.801397759047257,<18,23.82484464605698,20-25,2.0658566025648235,1.5+ ATR,2.9043642199322153
2024,secondary,2024-08-29 13:30:00+00:00,2024-08,13,NEW_YORK,Structural Portfolio MTF,1,LONG,1.343994464449482,1.3786741988742917,3.0,time_exit,0,1,False,True,False,False,NEUTRAL_MIX,MIXED,13.781594204115743,<18,31.825470997930132,25+,1.2221563662421076,1.0-1.5 ATR,3.7883859446201646
2024,secondary,2024-08-30 15:00:00+00:00,2024-08,15,NEW_YORK,M15-0591 MTF,-1,SHORT,1.7054501810719715,1.734500988448389,3.0,time_exit,0,1,False,False,False,False,NEUTRAL_MIX,MIXED,13.469430897724399,<18,22.37313193161565,20-25,1.2887336660208124,1.0-1.5 ATR,4.531580227924171
2024,secondary,2024-09-02 09:30:00+00:00,2024-09,9,LONDON,Structural Portfolio MTF,-1,SHORT,1.0237002896420224,1.0619702387575984,3.0,time_exit,0,0,False,False,False,False,NEUTRAL_MIX,MIXED,20.941753826908958,18-22,25.700545333273297,25+,0.6622450105009937,0.6-1.0 ATR,3.050230606451584
2024,secondary,2024-09-03 11:15:00+00:00,2024-09,11,LONDON,Outcome First M15,1,LONG,-1.0357438055650858,-1.0,2.0,stop,-1,0,False,False,False,False,NEUTRAL_MIX,MIXED,24.758989408810397,22-30,28.32132642162249,25+,1.1373343649630916,1.0-1.5 ATR,2.523444369935157
2024,secondary,2024-09-04 07:30:00+00:00,2024-09,7,LONDON,M15-0591 MTF,-1,SHORT,-1.0531842608332949,-1.0,4.0,stop,-1,-1,True,True,True,False,STRONG_ALIGNED,TREND,30.95970484904656,30+,33.80596405157286,25+,1.9056622091559994,1.5+ ATR,2.5555420979653944
2024,secondary,2024-09-06 03:00:00+00:00,2024-09,3,ASIA,Structural Portfolio MTF,1,LONG,-1.0512104058995695,-1.0,4.0,stop,1,1,True,True,True,False,STRONG_ALIGNED,TREND,26.784931506146393,22-30,16.733743461044654,15-20,0.8238818986144048,0.6-1.0 ATR,1.6628596917882785
2024,secondary,2024-09-06 17:30:00+00:00,2024-09,17,OTHER,Structural Portfolio MTF,1,LONG,-0.08389207041137582,-0.06062199225730167,2.0,time_exit,0,0,False,False,False,False,NEUTRAL_MIX,MIXED,22.65869042962501,22-30,29.221735209755366,25+,0.8853949522006205,0.6-1.0 ATR,6.8218143609106185
2024,secondary,2024-09-09 10:45:00+00:00,2024-09,10,LONDON,Outcome First M15,-1,SHORT,-1.0508581232689855,-1.0,2.0,stop,-1,0,True,False,False,False,NEUTRAL_MIX,MIXED,25.278144973787608,22-30,15.359232902124257,15-20,0.7100603326612644,0.6-1.0 ATR,2.746245509436265
2024,secondary,2024-09-09 18:15:00+00:00,2024-09,18,OTHER,Structural Portfolio MTF,-1,SHORT,-1.039778552955265,-1.0,3.0,stop,0,-1,False,True,False,False,NEUTRAL_MIX,MIXED,25.844503486022028,22-30,21.87636279711139,20-25,0.38901621081254856,<0.6 ATR,3.058998486244236
2024,secondary,2024-09-10 09:45:00+00:00,2024-09,9,LONDON,Structural Frequency M15,1,LONG,1.9292035726182033,2.0,2.0,target,0,1,False,True,False,False,NEUTRAL_MIX,MIXED,24.86883017989322,22-30,15.07169443304223,15-20,0.8155992563116904,0.6-1.0 ATR,2.05983512981314
2024,secondary,2024-09-10 13:30:00+00:00,2024-09,13,NEW_YORK,M15-0591 MTF,1,LONG,-1.0427354848886077,-1.0,4.0,stop,1,1,True,True,True,False,STRONG_ALIGNED,TREND,24.52423978510182,22-30,25.955444343376456,25+,1.0759330334198358,1.0-1.5 ATR,2.4536843074783894
2024,secondary,2024-09-10 15:15:00+00:00,2024-09,15,NEW_YORK,Structural Frequency M15,1,LONG,1.4788560801638166,1.5060876200395812,3.0,time_exit,1,1,True,True,True,False,STRONG_ALIGNED,TREND,24.52423978510182,22-30,20.051885648795288,20-25,0.9019132492349751,0.6-1.0 ATR,3.4593127472590144
2024,secondary,2024-09-11 15:15:00+00:00,2024-09,15,NEW_YORK,Structural Frequency M15,1,LONG,0.39261614761894803,0.4117091997373211,3.0,time_exit,0,1,False,True,False,False,NEUTRAL_MIX,MIXED,19.08314268053712,18-22,35.36897614344692,25+,1.1431360147188054,1.0-1.5 ATR,4.846317436130049
2024,secondary,2024-09-12 08:30:00+00:00,2024-09,8,LONDON,Outcome First M15,1,LONG,-1.0531756620092627,-1.0,3.0,stop,1,1,True,True,True,False,ALIGNED_WEAK,MIXED,16.583148339974176,<18,20.746068980489486,20-25,1.3953165331964728,1.0-1.5 ATR,1.8705433053391347
