year,feed,entry_time,month,hour_utc,session,technique,direction,direction_text,net_r,gross_r,target_r,reason,h1_bias,h4_bias,h1_align_trade,h4_align_trade,both_align_trade,both_oppose_trade,htf_state,router_mode,h4_adx,h4_adx_band,m15_adx,m15_adx_band,range_atr,range_atr_band,atr,day,rv20,rv60,rv_ratio,atr14_pct,trend_eff20,rv_ratio_band,daily_atr_pct_band,trend_eff20_band
2024,secondary,2024-01-02 05:45:00+00:00,2024-01,5,ASIA,M15-0591 MTF,1,LONG,-1.0698952764830783,-1.0,3.0,stop,0,1,False,True,False,False,NEUTRAL_MIX,MIXED,23.11525781108285,22-30,13.154093622368709,<15,0.8252415603283043,0.6-1.0 ATR,1.878237929974768,2024-01-02,0.008230792635534638,0.008969072685708021,0.9176860221737512,0.008688446740257616,0.16995032028466747,0.75-1.0,0.8-1.2%,<0.20
2024,secondary,2024-01-03 07:15:00+00:00,2024-01,7,LONDON,Structural Frequency M15,-1,SHORT,1.9408608945514405,2.0,2.0,target,0,0,False,False,False,False,NEUTRAL_MIX,MIXED,18.034586140946573,18-22,28.468742434287332,25+,1.56773347356977,1.5+ ATR,1.5691442719523951,2024-01-03,0.008256551427473108,0.008948138882967001,0.9227115867847842,0.008803630214236463,0.14507487867573357,0.75-1.0,0.8-1.2%,<0.20
2024,secondary,2024-01-04 04:15:00+00:00,2024-01,4,ASIA,Structural Portfolio MTF,-1,SHORT,-1.0570735683342922,-1.0,3.0,stop,-1,0,True,False,False,False,NEUTRAL_MIX,MIXED,22.18692950688532,22-30,15.942144524050711,15-20,1.1075006632594218,1.0-1.5 ATR,1.9051907326089603,2024-01-04,0.007993020087076088,0.009020301826212957,0.8861144827602561,0.009088092930496528,0.18521737309253727,0.75-1.0,0.8-1.2%,<0.20
2024,secondary,2024-01-04 12:00:00+00:00,2024-01,12,OTHER,Outcome First M15,-1,SHORT,0.25144683349926417,0.29410596510112036,3.0,time_exit,-1,-1,True,True,True,False,STRONG_ALIGNED,TREND,22.21887386554356,22-30,19.15843500737531,15-20,1.3586041879392796,1.0-1.5 ATR,2.14190418801369,2024-01-04,0.007993020087076088,0.009020301826212957,0.8861144827602561,0.009088092930496528,0.18521737309253727,0.75-1.0,0.8-1.2%,<0.20
2024,secondary,2024-01-05 06:45:00+00:00,2024-01,6,OTHER,V1 Legacy M15,-1,SHORT,-1.0506787685382553,-1.0,2.0,stop,-1,-1,True,True,True,False,STRONG_ALIGNED,TREND,24.16505778440481,22-30,17.361209684497855,15-20,1.2898663551450364,1.0-1.5 ATR,1.4807735641614714,2024-01-05,0.007992573010113163,0.009019373180433913,0.8861561496814181,0.009422569720586532,0.17846689021820003,0.75-1.0,0.8-1.2%,<0.20
2024,secondary,2024-01-05 09:45:00+00:00,2024-01,9,LONDON,V1 Legacy M15,-1,SHORT,1.924272150273666,2.0,2.0,target,-1,-1,True,True,True,False,STRONG_ALIGNED,TREND,24.384491132364612,22-30,12.464745380302741,<15,0.9338699658180438,0.6-1.0 ATR,1.7561331449001882,2024-01-05,0.007992573010113163,0.009019373180433913,0.8861561496814181,0.009422569720586532,0.17846689021820003,0.75-1.0,0.8-1.2%,<0.20
2024,secondary,2024-01-05 16:15:00+00:00,2024-01,16,NEW_YORK,Structural Frequency M15,-1,SHORT,1.9767920357582147,2.0,2.0,target,0,0,False,False,False,False,NEUTRAL_MIX,MIXED,23.62824686254003,22-30,20.796154690077685,20-25,0.8197779267518255,0.6-1.0 ATR,5.379505663776387,2024-01-05,0.007992573010113163,0.009019373180433913,0.8861561496814181,0.009422569720586532,0.17846689021820003,0.75-1.0,0.8-1.2%,<0.20
2024,secondary,2024-01-08 11:15:00+00:00,2024-01,11,LONDON,V1 Legacy M15,-1,SHORT,-1.0316939764226083,-1.0,3.0,stop,-1,-1,True,True,True,False,STRONG_ALIGNED,TREND,19.37663945960435,18-22,44.432618913806934,25+,1.1973684481604951,1.0-1.5 ATR,2.313406541032131,2024-01-08,0.007392906720433519,0.009000736468272125,0.8213668677550714,0.009401374321172988,0.3286048310810866,0.75-1.0,0.8-1.2%,0.20-0.40
2024,secondary,2024-01-09 01:45:00+00:00,2024-01,1,ASIA,Structural Portfolio MTF,-1,SHORT,-1.05044158343634,-1.0,3.0,stop,0,-1,False,True,False,False,NEUTRAL_MIX,MIXED,20.959086426296107,18-22,26.63181338448602,25+,0.9619238401472042,0.6-1.0 ATR,1.8816458480984932,2024-01-09,0.005064213078027538,0.008943653803278991,0.5662353652565194,0.009944192086715088,0.010032823605255767,<0.75,0.8-1.2%,<0.20
2024,secondary,2024-01-09 08:00:00+00:00,2024-01,8,LONDON,M15-0591 MTF,1,LONG,-1.0654190672931918,-1.0,3.0,stop,0,-1,False,False,False,False,NEUTRAL_MIX,MIXED,19.57195247187011,18-22,23.405028641215335,20-25,0.929771036819384,0.6-1.0 ATR,2.204843901153037,2024-01-09,0.005064213078027538,0.008943653803278991,0.5662353652565194,0.009944192086715088,0.010032823605255767,<0.75,0.8-1.2%,<0.20
2024,secondary,2024-01-09 08:30:00+00:00,2024-01,8,LONDON,Structural Portfolio MTF,-1,SHORT,-1.0299512592370699,-1.0,3.0,stop,0,-1,False,True,False,False,NEUTRAL_MIX,MIXED,19.57195247187011,18-22,20.885541719641733,20-25,0.7878924854954997,0.6-1.0 ATR,2.436880710688082,2024-01-09,0.005064213078027538,0.008943653803278991,0.5662353652565194,0.009944192086715088,0.010032823605255767,<0.75,0.8-1.2%,<0.20
2024,secondary,2024-01-09 11:15:00+00:00,2024-01,11,LONDON,Structural Portfolio MTF,-1,SHORT,-1.042101185406369,-1.0,3.0,stop,0,-1,False,True,False,False,NEUTRAL_MIX,MIXED,19.57195247187011,18-22,17.40803080715567,15-20,0.8520102079423522,0.6-1.0 ATR,2.3121788702011883,2024-01-09,0.005064213078027538,0.008943653803278991,0.5662353652565194,0.009944192086715088,0.010032823605255767,<0.75,0.8-1.2%,<0.20
2024,secondary,2024-01-10 07:30:00+00:00,2024-01,7,LONDON,Outcome First M15,1,LONG,-1.0404408410615429,-1.0,3.0,stop,-1,-1,False,False,False,True,ALIGNED_WEAK,MIXED,14.630345836852978,<18,26.065199031862633,25+,1.3209717319888545,1.0-1.5 ATR,1.9606778383519343,2024-01-10,0.005053802851934792,0.008940581529131656,0.5652655630361034,0.009694339856259254,0.028450933070451503,<0.75,0.8-1.2%,<0.20
2024,secondary,2024-01-11 08:30:00+00:00,2024-01,8,LONDON,Structural Frequency M15,-1,SHORT,-1.0795837405778352,-1.0,3.0,stop,0,0,False,False,False,False,NEUTRAL_MIX,MIXED,11.287892519585597,<18,40.4725614671041,25+,1.1770969787091718,1.0-1.5 ATR,1.750068207854023,2024-01-11,0.004719120626881937,0.008930872767894235,0.5284053137389656,0.009577097858105016,0.05830956599042777,<0.75,0.8-1.2%,<0.20
2024,secondary,2024-01-12 00:30:00+00:00,2024-01,0,ASIA,Structural Portfolio MTF,-1,SHORT,-1.0428579305523478,-1.0,2.0,stop,0,0,False,False,False,False,NEUTRAL_MIX,MIXED,11.045811642381281,<18,27.84337245039344,25+,0.5078605100356138,<0.6 ATR,2.894495576938918,2024-01-12,0.004793992138526163,0.00890587138303124,0.5382956852105875,0.010482854278919462,0.12430173257909145,<0.75,0.8-1.2%,<0.20
2024,secondary,2024-01-12 18:30:00+00:00,2024-01,18,OTHER,Structural Portfolio MTF,1,LONG,1.0731009690993825,1.1077708077021478,3.0,time_exit,1,0,True,False,False,False,NEUTRAL_MIX,MIXED,14.57994997398027,<18,29.31370205639618,25+,0.952512746066869,0.6-1.0 ATR,3.7374827945344853,2024-01-12,0.004793992138526163,0.00890587138303124,0.5382956852105875,0.010482854278919462,0.12430173257909145,<0.75,0.8-1.2%,<0.20
2024,secondary,2024-01-15 16:15:00+00:00,2024-01,16,NEW_YORK,Structural Portfolio MTF,1,LONG,-1.0427801285364715,-1.0,4.0,stop,1,1,True,True,True,False,STRONG_ALIGNED,TREND,24.557511788218044,22-30,17.66558148638973,15-20,0.9570862222888091,0.6-1.0 ATR,1.8075696418059768,2024-01-15,0.004684800395577267,0.008943115367746262,0.523844343155094,0.01028571149494975,0.05118576287094731,<0.75,0.8-1.2%,<0.20
2024,secondary,2024-01-16 14:00:00+00:00,2024-01,14,NEW_YORK,Outcome First M15,1,LONG,-1.0300527572936997,-1.0,2.0,stop,-1,0,False,False,False,False,NEUTRAL_MIX,MIXED,24.296798322629,22-30,48.35943368142147,25+,1.7424118718440678,1.5+ ATR,3.701765411626666,2024-01-16,0.004606014277183179,0.008939412470919901,0.5152479866173131,0.009865419390735817,0.16339552764631574,<0.75,0.8-1.2%,<0.20
2024,secondary,2024-01-17 05:15:00+00:00,2024-01,5,ASIA,V1 Legacy M15,-1,SHORT,-1.0438971686245708,-1.0,2.0,stop,-1,-1,True,True,True,False,STRONG_ALIGNED,TREND,22.229626412654024,22-30,20.065695090942118,20-25,2.3398972313556694,1.5+ ATR,2.149667059132223,2024-01-17,0.004905052614783196,0.009094287723947764,0.5393553364126408,0.010467324478606063,0.1721777725960098,<0.75,0.8-1.2%,<0.20
2024,secondary,2024-01-17 15:15:00+00:00,2024-01,15,NEW_YORK,M15-0591 MTF,-1,SHORT,0.22260991951718734,0.2472340652353176,4.0,time_exit,-1,-1,True,True,True,False,STRONG_ALIGNED,TREND,21.902568364568396,18-22,27.430753916856645,25+,0.974394873917343,0.6-1.0 ATR,3.745914616038394,2024-01-17,0.004905052614783196,0.009094287723947764,0.5393553364126408,0.010467324478606063,0.1721777725960098,<0.75,0.8-1.2%,<0.20
2024,secondary,2024-01-18 13:30:00+00:00,2024-01,13,NEW_YORK,Structural Frequency M15,-1,SHORT,-1.0329144214714252,-1.0,3.0,stop,0,-1,False,True,False,False,NEUTRAL_MIX,MIXED,25.912721868430236,22-30,11.635555975100019,<15,1.4741058647475207,1.0-1.5 ATR,2.211510094329861,2024-01-18,0.005261492963406001,0.009141884719406307,0.5755370063064735,0.011539771244873463,0.26843627283593563,<0.75,0.8-1.2%,0.20-0.40
2024,secondary,2024-01-19 16:15:00+00:00,2024-01,16,NEW_YORK,Structural Frequency M15,1,LONG,-1.045996558632443,-1.0,3.0,stop,1,0,True,False,False,False,NEUTRAL_MIX,MIXED,20.015846024665144,18-22,27.633528874036024,25+,1.0230066073036626,1.0-1.5 ATR,3.069383890174441,2024-01-19,0.005555020487561698,0.00916594252629625,0.6060501112269527,0.011314400351252174,0.17697926020485816,<0.75,0.8-1.2%,<0.20
2024,secondary,2024-01-22 13:30:00+00:00,2024-01,13,NEW_YORK,Outcome First M15,-1,SHORT,-1.0375625625201699,-1.0,2.0,stop,1,0,False,False,False,False,NEUTRAL_MIX,MIXED,19.752059154189872,18-22,23.191796923944082,20-25,1.1478274590024091,1.0-1.5 ATR,2.4132546910904384,2024-01-22,0.005142075993463789,0.009071023177696381,0.5668683557227595,0.010297841578605443,0.32931005124652124,<0.75,0.8-1.2%,0.20-0.40
2024,secondary,2024-01-25 07:45:00+00:00,2024-01,7,LONDON,Outcome First M15,1,LONG,-1.0629804695099694,-1.0,3.0,stop,-1,-1,False,False,False,True,ALIGNED_WEAK,MIXED,16.833494297330407,<18,10.587635997836957,<15,1.502269697341773,1.5+ ATR,1.517703514911053,2024-01-25,0.005309015128023589,0.009022967591031808,0.5883890277185939,0.009910607566721923,0.28172092449440483,<0.75,0.8-1.2%,0.20-0.40
2024,secondary,2024-01-25 12:30:00+00:00,2024-01,12,NEW_YORK,Structural Portfolio MTF,-1,SHORT,-1.0389785278191799,-1.0,4.0,stop,-1,-1,True,True,True,False,ALIGNED_WEAK,MIXED,16.33715568836107,<18,14.86834396034646,<15,1.3160577087885896,1.0-1.5 ATR,1.7856359826067558,2024-01-25,0.005309015128023589,0.009022967591031808,0.5883890277185939,0.009910607566721923,0.28172092449440483,<0.75,0.8-1.2%,0.20-0.40
2024,secondary,2024-01-25 15:45:00+00:00,2024-01,15,NEW_YORK,Structural Frequency M15,-1,SHORT,-0.0819615493207077,-0.04450008220308658,3.0,time_exit,0,-1,False,True,False,False,NEUTRAL_MIX,MIXED,16.33715568836107,<18,15.206114484944598,15-20,1.1799033126213585,1.0-1.5 ATR,3.432484642323939,2024-01-25,0.005309015128023589,0.009022967591031808,0.5883890277185939,0.009910607566721923,0.28172092449440483,<0.75,0.8-1.2%,0.20-0.40
2024,secondary,2024-01-29 12:00:00+00:00,2024-01,12,OTHER,Structural Portfolio MTF,1,LONG,2.9283141115553213,3.0,3.0,target,1,0,True,False,False,False,NEUTRAL_MIX,MIXED,14.831166416194272,<18,25.05629083636169,25+,0.843403107890408,0.6-1.0 ATR,1.7903657051690647,2024-01-29,0.005104486628616648,0.008858752108595176,0.5762083153522308,0.008755325019625447,0.1424402043714113,<0.75,0.8-1.2%,<0.20
2024,secondary,2024-01-29 16:00:00+00:00,2024-01,16,NEW_YORK,Structural Portfolio MTF,1,LONG,2.4298256302208183,2.468983672599751,3.0,time_exit,0,0,False,False,False,False,NEUTRAL_MIX,MIXED,14.926256539589833,<18,26.513115376371164,25+,0.793851420176798,0.6-1.0 ATR,2.8216867074460112,2024-01-29,0.005104486628616648,0.008858752108595176,0.5762083153522308,0.008755325019625447,0.1424402043714113,<0.75,0.8-1.2%,<0.20
2024,secondary,2024-01-30 14:00:00+00:00,2024-01,14,NEW_YORK,V1 Legacy M15,1,LONG,1.9572360748325088,2.0,2.0,target,1,1,True,True,True,False,STRONG_ALIGNED,TREND,19.19395549285963,18-22,16.75550876371691,15-20,1.0390366481687234,1.0-1.5 ATR,2.049975815341985,2024-01-30,0.005228513612285228,0.008873662681380647,0.5892170798035933,0.008219413176381868,0.08435817265090025,<0.75,0.8-1.2%,<0.20
2024,secondary,2024-01-30 17:00:00+00:00,2024-01,17,OTHER,Structural Frequency M15,1,LONG,0.2713780098292108,0.3051386122196784,3.0,time_exit,1,1,True,True,True,False,STRONG_ALIGNED,TREND,21.366131191450094,18-22,23.748159495510368,20-25,0.6966698450117847,0.6-1.0 ATR,3.100464323905886,2024-01-30,0.005228513612285228,0.008873662681380647,0.5892170798035933,0.008219413176381868,0.08435817265090025,<0.75,0.8-1.2%,<0.20
2024,secondary,2024-01-31 13:45:00+00:00,2024-01,13,NEW_YORK,Outcome First M15,1,LONG,-1.0395759295630684,-1.0,3.0,stop,1,1,True,True,True,False,STRONG_ALIGNED,TREND,28.452789856594144,22-30,17.931881953770784,15-20,2.327482812228256,1.5+ ATR,1.8689719112620904,2024-01-31,0.005269916670728171,0.008865784226848366,0.5944106619208277,0.00879554736814043,0.04360436679536281,<0.75,0.8-1.2%,<0.20
2024,secondary,2024-02-01 10:30:00+00:00,2024-02,10,LONDON,M15-0591 MTF,-1,SHORT,-1.0505108100531002,-1.0,3.0,stop,0,1,False,False,False,False,NEUTRAL_MIX,MIXED,33.86556509534713,30+,24.201719009717028,20-25,1.1929984070908686,1.0-1.5 ATR,2.062031252831893,2024-02-01,0.005058457331846051,0.008859216014225341,0.5709825027094532,0.00921137131287778,0.06192794354659002,<0.75,0.8-1.2%,<0.20
2024,secondary,2024-02-02 03:15:00+00:00,2024-02,3,ASIA,Structural Portfolio MTF,1,LONG,-1.0785661070574806,-1.0,4.0,stop,1,1,True,True,True,False,STRONG_ALIGNED,TREND,32.6288679244256,30+,12.31256850389603,<15,0.8069249037969961,0.6-1.0 ATR,1.8465163151973885,2024-02-02,0.005298562278018595,0.008832724813880425,0.599878564052174,0.0093287706852176,0.14380324577967005,<0.75,0.8-1.2%,<0.20
2024,secondary,2024-02-05 03:15:00+00:00,2024-02,3,ASIA,M15-0591 MTF,-1,SHORT,2.9404211652711676,3.0,3.0,target,-1,0,True,False,False,False,NEUTRAL_MIX,MIXED,27.053006901853664,22-30,15.299589363805243,15-20,1.0800558871606316,1.0-1.5 ATR,2.194330893589594,2024-02-05,0.005497327061446608,0.008866712963905975,0.6199960553391952,0.00880176602792241,0.026078452258764952,<0.75,0.8-1.2%,<0.20
2024,secondary,2024-02-06 06:30:00+00:00,2024-02,6,OTHER,Structural Portfolio MTF,-1,SHORT,-1.0743775107752425,-1.0,3.0,stop,0,-1,False,True,False,False,NEUTRAL_MIX,MIXED,28.440933342283916,22-30,19.266965466861716,15-20,1.0915635943026092,1.0-1.5 ATR,1.456626080513207,2024-02-06,0.0054809846250957845,0.008902613127689744,0.6156602052096716,0.009069398961844466,0.13276558599497715,<0.75,0.8-1.2%,<0.20
2024,secondary,2024-02-07 07:15:00+00:00,2024-02,7,LONDON,Structural Portfolio MTF,1,LONG,-1.0953069615752573,-1.0,3.0,stop,1,0,True,False,False,False,NEUTRAL_MIX,MIXED,22.128004534170373,22-30,14.03821692506458,<15,1.1575123095103454,1.0-1.5 ATR,1.045345254696831,2024-02-07,0.005622428474929577,0.00892413064107981,0.6300253437627029,0.009486864880876337,0.06370694576387931,<0.75,0.8-1.2%,<0.20
2024,secondary,2024-02-07 09:45:00+00:00,2024-02,9,LONDON,Structural Frequency M15,1,LONG,-1.0566804499060491,-1.0,2.0,stop,0,0,False,False,False,False,NEUTRAL_MIX,MIXED,21.095567284201454,18-22,13.607269720369029,<15,0.8954448552137332,0.6-1.0 ATR,1.2954454908596267,2024-02-07,0.005622428474929577,0.00892413064107981,0.6300253437627029,0.009486864880876337,0.06370694576387931,<0.75,0.8-1.2%,<0.20
2024,secondary,2024-02-07 13:30:00+00:00,2024-02,13,NEW_YORK,Structural Frequency M15,1,LONG,1.953848923193898,2.0,2.0,target,1,0,True,False,False,False,NEUTRAL_MIX,MIXED,20.3210869608193,18-22,12.808330035564397,<15,1.8062862526191923,1.5+ ATR,1.5888954454691195,2024-02-07,0.005622428474929577,0.00892413064107981,0.6300253437627029,0.009486864880876337,0.06370694576387931,<0.75,0.8-1.2%,<0.20
2024,secondary,2024-02-08 02:15:00+00:00,2024-02,2,ASIA,V1 Legacy M15,1,LONG,-1.1028346364174655,-1.0,2.0,stop,1,1,True,True,True,False,STRONG_ALIGNED,TREND,18.079399389695205,18-22,17.95313229580789,15-20,1.2553792305414875,1.0-1.5 ATR,1.3223095934796274,2024-02-08,0.0055694037088832825,0.008887426153745054,0.6266610391509586,0.009423962567914055,0.09447023505508813,<0.75,0.8-1.2%,<0.20
2024,secondary,2024-02-08 11:15:00+00:00,2024-02,11,LONDON,Outcome First M15,-1,SHORT,1.963340944234667,2.0,2.0,target,1,0,False,False,False,False,NEUTRAL_MIX,MIXED,17.22864552084883,<18,23.047804930730408,20-25,1.9836305761345772,1.5+ ATR,2.0618758599547,2024-02-08,0.0055694037088832825,0.008887426153745054,0.6266610391509586,0.009423962567914055,0.09447023505508813,<0.75,0.8-1.2%,<0.20
2024,secondary,2024-02-08 13:45:00+00:00,2024-02,13,NEW_YORK,M15-0591 MTF,-1,SHORT,-1.0452433794510927,-1.0,4.0,stop,-1,-1,True,True,True,False,ALIGNED_WEAK,MIXED,17.30688291177848,<18,31.13212137262615,25+,1.7884277294023683,1.5+ ATR,2.354022995050881,2024-02-08,0.0055694037088832825,0.008887426153745054,0.6266610391509586,0.009423962567914055,0.09447023505508813,<0.75,0.8-1.2%,<0.20
2024,secondary,2024-02-12 09:00:00+00:00,2024-02,9,LONDON,Outcome First M15,-1,SHORT,-1.0515137420418434,-1.0,3.0,stop,-1,-1,True,True,True,False,ALIGNED_WEAK,MIXED,17.694749104432397,<18,21.43948579443518,20-25,1.396974461005629,1.0-1.5 ATR,1.3815571106509204,2024-02-12,0.004134458208029796,0.008708328449789067,0.474770586785796,0.008713270041896492,0.014728658809944709,<0.75,0.8-1.2%,<0.20
2024,secondary,2024-02-12 14:15:00+00:00,2024-02,14,NEW_YORK,M15-0591 MTF,-1,SHORT,-0.2853299453447323,-0.2315881783111245,4.0,time_exit,-1,-1,True,True,True,False,STRONG_ALIGNED,TREND,19.038950849374356,18-22,17.077325166183908,15-20,1.1183643311809972,1.0-1.5 ATR,2.0744581486698834,2024-02-12,0.004134458208029796,0.008708328449789067,0.474770586785796,0.008713270041896492,0.014728658809944709,<0.75,0.8-1.2%,<0.20
2024,secondary,2024-02-13 03:15:00+00:00,2024-02,3,ASIA,V1 Legacy M15,-1,SHORT,-1.0629403147374277,-1.0,2.0,stop,-1,-1,True,True,True,False,STRONG_ALIGNED,TREND,25.227723902037567,22-30,13.555017304327638,<15,1.6272979732720032,1.5+ ATR,1.1552893390630843,2024-02-13,0.004144134609722131,0.008473410652765499,0.489075152798076,0.008914596488645982,0.07564597728241179,<0.75,0.8-1.2%,<0.20
2024,secondary,2024-02-13 11:45:00+00:00,2024-02,11,LONDON,Structural Portfolio MTF,1,LONG,-1.0848206117667878,-1.0,3.0,stop,0,0,False,False,False,False,NEUTRAL_MIX,MIXED,27.55903092770714,22-30,55.947561643119165,25+,1.2503423306092656,1.0-1.5 ATR,1.3116407881677772,2024-02-13,0.004144134609722131,0.008473410652765499,0.489075152798076,0.008914596488645982,0.07564597728241179,<0.75,0.8-1.2%,<0.20
2024,secondary,2024-02-13 19:30:00+00:00,2024-02,19,OTHER,V1 Legacy M15,-1,SHORT,0.2452037697929668,0.29081121117216646,3.0,time_exit,-1,-1,True,True,True,False,STRONG_ALIGNED,TREND,29.350281640149028,22-30,45.86558004072492,25+,0.5316473183721281,<0.6 ATR,2.6709435953665666,2024-02-13,0.004144134609722131,0.008473410652765499,0.489075152798076,0.008914596488645982,0.07564597728241179,<0.75,0.8-1.2%,<0.20
2024,secondary,2024-02-14 15:00:00+00:00,2024-02,15,NEW_YORK,V1 Legacy M15,-1,SHORT,-1.0334825933840492,-1.0,2.0,stop,-1,-1,True,True,True,False,STRONG_ALIGNED,TREND,39.50165087424555,30+,17.883854635472368,15-20,2.212100346652191,1.5+ ATR,2.4592012782027557,2024-02-14,0.0051098428800400685,0.008110180972978975,0.6300528800855053,0.010183483474435843,0.22534244403098608,<0.75,0.8-1.2%,0.20-0.40
2024,secondary,2024-02-14 19:45:00+00:00,2024-02,19,OTHER,V1 Legacy M15,-1,SHORT,-1.0424407194517962,-1.0,2.0,stop,-1,-1,True,True,True,False,STRONG_ALIGNED,TREND,41.385827419783936,30+,16.472506819728856,15-20,0.557779457845047,<0.6 ATR,2.384454969242352,2024-02-14,0.0051098428800400685,0.008110180972978975,0.6300528800855053,0.010183483474435843,0.22534244403098608,<0.75,0.8-1.2%,0.20-0.40
2024,secondary,2024-02-15 15:45:00+00:00,2024-02,15,NEW_YORK,Structural Frequency M15,-1,SHORT,-0.5119059160678182,-0.48368068059644187,2.0,time_exit,0,-1,False,True,False,False,NEUTRAL_MIX,MIXED,44.53153836922717,30+,53.069936147299266,25+,2.1512721522920644,1.5+ ATR,2.9145545315220276,2024-02-15,0.005095118012808522,0.0063433840006325145,0.80321765359002,0.009950072297720436,0.17319368197156065,0.75-1.0,0.8-1.2%,<0.20
2024,secondary,2024-02-16 14:00:00+00:00,2024-02,14,NEW_YORK,Structural Frequency M15,-1,SHORT,-1.0306185399407854,-1.0,3.0,stop,0,0,False,False,False,False,NEUTRAL_MIX,MIXED,32.11866964947373,30+,29.66516256004035,25+,2.8283548126479103,1.5+ ATR,2.2698707995513683,2024-02-16,0.005127513760163354,0.006308593490358638,0.8127824003876116,0.009852733122639692,0.16391155346346936,0.75-1.0,0.8-1.2%,<0.20
2024,secondary,2024-02-19 08:00:00+00:00,2024-02,8,LONDON,Outcome First M15,-1,SHORT,1.9131708391678304,2.0,2.0,target,1,0,False,False,False,False,NEUTRAL_MIX,MIXED,25.03561570374477,22-30,37.49161915130634,25+,0.8639893862472894,0.6-1.0 ATR,1.5740934109237348,2024-02-19,0.005055352646263974,0.006319278545704825,0.7999888926719436,0.008529917488565308,0.041762058730951124,0.75-1.0,0.8-1.2%,<0.20
2024,secondary,2024-02-19 13:30:00+00:00,2024-02,13,NEW_YORK,Structural Frequency M15,1,LONG,-1.0845620723594358,-1.0,3.0,stop,1,0,True,False,False,False,NEUTRAL_MIX,MIXED,23.936329320205903,22-30,20.45394215334829,20-25,1.351141638971681,1.0-1.5 ATR,1.4654274155200468,2024-02-19,0.005055352646263974,0.006319278545704825,0.7999888926719436,0.008529917488565308,0.041762058730951124,0.75-1.0,0.8-1.2%,<0.20
2024,secondary,2024-02-19 16:45:00+00:00,2024-02,16,NEW_YORK,Structural Portfolio MTF,1,LONG,2.940917735123258,3.0,3.0,target,0,0,False,False,False,False,NEUTRAL_MIX,MIXED,22.23351031889114,22-30,21.702959421267686,20-25,0.7417653247095396,0.6-1.0 ATR,1.4290233914816928,2024-02-19,0.005055352646263974,0.006319278545704825,0.7999888926719436,0.008529917488565308,0.041762058730951124,0.75-1.0,0.8-1.2%,<0.20
2024,secondary,2024-02-21 02:30:00+00:00,2024-02,2,ASIA,M15-0591 MTF,1,LONG,0.4842075266339825,0.5662091748111229,4.0,time_exit,1,1,True,True,True,False,STRONG_ALIGNED,TREND,19.501753156384147,18-22,24.978877546342215,20-25,1.1021880701624673,1.0-1.5 ATR,1.1976177530259082,2024-02-21,0.00512629348227454,0.00614847346147321,0.8337506072680113,0.008227005213424348,0.018755282871017367,0.75-1.0,0.8-1.2%,<0.20
2024,secondary,2024-02-21 13:15:00+00:00,2024-02,13,NEW_YORK,V1 Legacy M15,1,LONG,-1.05573643907546,-1.0,2.0,stop,1,1,True,True,True,False,STRONG_ALIGNED,TREND,21.958990395329444,18-22,18.159471838182572,15-20,1.5945659530353296,1.5+ ATR,1.436127490142909,2024-02-21,0.00512629348227454,0.00614847346147321,0.8337506072680113,0.008227005213424348,0.018755282871017367,0.75-1.0,0.8-1.2%,<0.20
2024,secondary,2024-02-21 19:30:00+00:00,2024-02,19,OTHER,Structural Portfolio MTF,1,LONG,0.6758966310773951,0.716657321468884,3.0,time_exit,0,1,False,True,False,False,NEUTRAL_MIX,MIXED,21.834979852393815,18-22,24.8218618342296,20-25,0.8966771420623137,0.6-1.0 ATR,2.2750663581189214,2024-02-21,0.00512629348227454,0.00614847346147321,0.8337506072680113,0.008227005213424348,0.018755282871017367,0.75-1.0,0.8-1.2%,<0.20
2024,secondary,2024-02-22 16:00:00+00:00,2024-02,16,NEW_YORK,Structural Portfolio MTF,1,LONG,-1.063514535848665,-1.0,3.0,stop,0,0,False,False,False,False,NEUTRAL_MIX,MIXED,19.024868122299356,18-22,33.10748005077271,25+,0.5480314542969298,<0.6 ATR,2.55459789583821,2024-02-22,0.00501883305487124,0.005936295567974634,0.8454486467869023,0.007766903337367188,0.033244896314376875,0.75-1.0,<0.8%,<0.20
2024,secondary,2024-02-22 19:00:00+00:00,2024-02,19,OTHER,Structural Portfolio MTF,1,LONG,-1.0597854240995142,-1.0,2.0,stop,0,0,False,False,False,False,NEUTRAL_MIX,MIXED,19.024868122299356,18-22,31.690492408441767,25+,0.5063500689896192,<0.6 ATR,2.231657640049172,2024-02-22,0.00501883305487124,0.005936295567974634,0.8454486467869023,0.007766903337367188,0.033244896314376875,0.75-1.0,<0.8%,<0.20
2024,secondary,2024-02-23 09:00:00+00:00,2024-02,9,LONDON,Structural Portfolio MTF,-1,SHORT,-1.0615152917391273,-1.0,3.0,stop,-1,0,True,False,False,False,NEUTRAL_MIX,MIXED,15.64295364893967,<18,27.144451687104386,25+,0.8834093967715769,0.6-1.0 ATR,1.6300483165138837,2024-02-23,0.004977170748913757,0.005936850469392077,0.838352047870158,0.007742049282980271,0.0785968217331641,0.75-1.0,<0.8%,<0.20
