timestamp,open,high,low,close,volume
2020-03-25T07:55:00Z,1602.568,1603.228,1600.235,1602.345,0.0853
2020-03-25T08:00:00Z,1602.335,1604.168,1597.521,1599.138,0.1946
2020-03-25T08:05:00Z,1599.138,1602.498,1597.538,1600.005,0.0668
2020-03-25T08:10:00Z,1600.005,1602.205,1597.458,1601.705,0.0998
2020-03-25T08:15:00Z,1601.705,1604.648,1594.682,1601.648,0.2767
2020-03-25T08:20:00Z,1601.598,1601.718,1598.788,1599.898,0.0756
2020-03-25T08:25:00Z,1598.875,1600.805,1597.848,1600.715,0.0569
2020-03-25T08:30:00Z,1600.805,1601.658,1598.168,1599.028,0.0491
2020-03-25T08:35:00Z,1598.938,1603.965,1598.938,1599.448,0.1739
2020-03-25T08:40:00Z,1599.448,1605.255,1599.448,1604.988,0.2324
2020-03-25T08:45:00Z,1604.986,1609.855,1603.288,1604.345,0.5576
2020-03-25T08:50:00Z,1604.345,1604.855,1598.998,1603.795,0.5648
2020-03-25T08:55:00Z,1603.795,1606.875,1603.605,1604.705,0.239
2020-03-25T09:00:00Z,1604.045,1605.378,1603.638,1605.138,0.0551
2020-03-25T09:05:00Z,1605.318,1605.748,1602.318,1604.805,0.1228
2020-03-25T09:10:00Z,1604.908,1604.908,1603.705,1604.125,0.0215
2020-03-25T09:15:00Z,1604.125,1613.128,1602.888,1610.898,0.212
2020-03-25T09:20:00Z,1610.898,1610.948,1607.518,1608.948,0.1273
2020-03-25T09:25:00Z,1608.948,1611.115,1607.998,1608.898,0.0903
2020-03-25T09:30:00Z,1608.898,1608.898,1605.458,1607.575,0.3227
2020-03-25T09:35:00Z,1607.575,1612.515,1607.125,1611.798,0.1698
2020-03-25T09:40:00Z,1611.798,1616.255,1610.198,1615.938,0.142
2020-03-25T09:45:00Z,1615.908,1616.565,1612.948,1616.565,0.1587
2020-03-25T09:50:00Z,1616.565,1625.288,1615.028,1622.128,0.2463
2020-03-25T09:55:00Z,1622.128,1625.255,1620.658,1623.248,0.202
2020-03-25T10:00:00Z,1623.248,1623.278,1618.038,1619.308,0.2227
2020-03-25T10:05:00Z,1618.968,1623.387,1616.548,1619.948,0.3775
2020-03-25T10:10:00Z,1619.898,1621.895,1615.198,1619.708,0.1324
2020-03-25T10:15:00Z,1619.708,1621.908,1618.108,1618.308,0.0604
2020-03-25T10:20:00Z,1618.208,1623.755,1614.255,1618.948,0.2058
2020-03-25T10:25:00Z,1618.698,1621.225,1617.825,1619.128,0.1284
2020-03-25T10:30:00Z,1619.128,1626.925,1618.078,1621.298,0.1437
2020-03-25T10:35:00Z,1621.348,1624.085,1619.745,1623.108,0.0895
2020-03-25T10:40:00Z,1623.108,1626.805,1621.408,1623.658,0.0532
2020-03-25T10:45:00Z,1623.678,1625.018,1618.278,1619.075,0.1499
2020-03-25T10:50:00Z,1619.105,1620.348,1616.395,1619.698,0.398
2020-03-25T10:55:00Z,1619.458,1619.458,1609.788,1616.848,0.4329
2020-03-25T11:00:00Z,1616.698,1620.522,1612.498,1615.138,0.2588
2020-03-25T11:05:00Z,1615.108,1618.703,1612.278,1612.448,0.2006
2020-03-25T11:10:00Z,1612.448,1613.815,1606.038,1611.798,0.2331
2020-03-25T11:15:00Z,1611.798,1613.748,1609.405,1613.228,0.0951
2020-03-25T11:20:00Z,1613.238,1614.178,1612.505,1613.385,0.0577
2020-03-25T11:25:00Z,1613.438,1616.74,1611.448,1611.628,0.0648
2020-03-25T11:30:00Z,1611.608,1613.156,1596.418,1598.568,0.2635
2020-03-25T11:35:00Z,1599.198,1611.018,1598.548,1610.248,0.1587
2020-03-25T11:40:00Z,1610.298,1617.948,1600.098,1613.992,0.2949
2020-03-25T11:45:00Z,1615.281,1618.197,1612.113,1616.946,0.1853
2020-03-25T11:50:00Z,1616.531,1616.531,1608.555,1608.985,0.1917
2020-03-25T11:55:00Z,1609.205,1609.295,1604.588,1607.675,0.5825
2020-03-25T12:00:00Z,1607.675,1611.948,1604.968,1607.668,0.2576
2020-03-25T12:05:00Z,1608.018,1611.838,1607.618,1608.728,0.2117
2020-03-25T12:10:00Z,1608.678,1610.338,1608.198,1609.518,0.1091
2020-03-25T12:15:00Z,1609.468,1612.938,1607.618,1609.418,0.0993
2020-03-25T12:20:00Z,1609.208,1610.208,1604.588,1606.098,0.1568
2020-03-25T12:25:00Z,1606.098,1610.218,1600.938,1608.405,0.1989
2020-03-25T12:30:00Z,1610.135,1610.201,1604.628,1608.848,0.1744
