candidate,trades,trades_per_30d,min_month_trades,end_rm,lowest_rm,max_drawdown_pct,params
M15-0057,694,28.48153214774282,13,5.2313944272362916,0.8152525646581021,99.50236108888603,"{""body_min"": 0.65, ""breakout_buffer_atr"": 0.0, ""impulse_atr"": 1.2, ""lookback"": 8, ""max_hold_bars"": 40, ""max_risk_atr"": 2.8, ""min_risk_atr"": 0.35, ""pullback_bars"": 2, ""retrace_max"": 0.67, ""session"": ""ALL"", ""stop_buffer_atr"": 0.12, ""target_r"": 3.0}"
M15-0077,643,26.388508891928865,12,5.211064713041322,2.0394140757996926,98.83398855652433,"{""body_min"": 0.65, ""breakout_buffer_atr"": 0.1, ""impulse_atr"": 1.2, ""lookback"": 8, ""max_hold_bars"": 40, ""max_risk_atr"": 2.8, ""min_risk_atr"": 0.35, ""pullback_bars"": 2, ""retrace_max"": 0.5, ""session"": ""ALL"", ""stop_buffer_atr"": 0.12, ""target_r"": 4.0}"
M15-0028,443,18.180574555403556,8,5.009308421062991,1.8731152665511668,98.7978413884573,"{""body_min"": 0.55, ""breakout_buffer_atr"": 0.1, ""impulse_atr"": 1.2, ""lookback"": 8, ""max_hold_bars"": 40, ""max_risk_atr"": 2.8, ""min_risk_atr"": 0.35, ""pullback_bars"": 2, ""retrace_max"": 0.5, ""session"": ""PRIMARY"", ""stop_buffer_atr"": 0.12, ""target_r"": 3.0}"
M15-0034,443,18.180574555403556,8,5.009308421062991,1.8731152665511668,98.7978413884573,"{""body_min"": 0.55, ""breakout_buffer_atr"": 0.1, ""impulse_atr"": 1.2, ""lookback"": 8, ""max_hold_bars"": 40, ""max_risk_atr"": 2.8, ""min_risk_atr"": 0.35, ""pullback_bars"": 2, ""retrace_max"": 0.67, ""session"": ""PRIMARY"", ""stop_buffer_atr"": 0.12, ""target_r"": 3.0}"
M15-0097,542,22.243502051983583,9,4.923708157377959,3.5060386253176925,98.08701441984242,"{""body_min"": 0.55, ""breakout_buffer_atr"": 0.0, ""impulse_atr"": 1.5, ""lookback"": 8, ""max_hold_bars"": 40, ""max_risk_atr"": 2.8, ""min_risk_atr"": 0.35, ""pullback_bars"": 2, ""retrace_max"": 0.5, ""session"": ""ALL"", ""stop_buffer_atr"": 0.12, ""target_r"": 2.0}"
M15-0103,542,22.243502051983583,9,4.923708157377959,3.5060386253176925,98.08701441984242,"{""body_min"": 0.55, ""breakout_buffer_atr"": 0.0, ""impulse_atr"": 1.5, ""lookback"": 8, ""max_hold_bars"": 40, ""max_risk_atr"": 2.8, ""min_risk_atr"": 0.35, ""pullback_bars"": 2, ""retrace_max"": 0.67, ""session"": ""ALL"", ""stop_buffer_atr"": 0.12, ""target_r"": 2.0}"
M15-0093,869,35.66347469220246,15,4.757976628915019,0.943180373733081,99.28146167445242,"{""body_min"": 0.65, ""breakout_buffer_atr"": 0.1, ""impulse_atr"": 1.2, ""lookback"": 8, ""max_hold_bars"": 40, ""max_risk_atr"": 2.8, ""min_risk_atr"": 0.35, ""pullback_bars"": 4, ""retrace_max"": 0.67, ""session"": ""ALL"", ""stop_buffer_atr"": 0.12, ""target_r"": 3.0}"
M15-0083,645,26.470588235294116,12,4.614474347518961,1.8059311206009454,98.96747973953066,"{""body_min"": 0.65, ""breakout_buffer_atr"": 0.1, ""impulse_atr"": 1.2, ""lookback"": 8, ""max_hold_bars"": 40, ""max_risk_atr"": 2.8, ""min_risk_atr"": 0.35, ""pullback_bars"": 2, ""retrace_max"": 0.67, ""session"": ""ALL"", ""stop_buffer_atr"": 0.12, ""target_r"": 4.0}"
M15-0133,708,29.05608755129959,9,4.548352957345295,1.9747388642617758,98.87999555216963,"{""body_min"": 0.55, ""breakout_buffer_atr"": 0.1, ""impulse_atr"": 1.5, ""lookback"": 8, ""max_hold_bars"": 40, ""max_risk_atr"": 2.8, ""min_risk_atr"": 0.35, ""pullback_bars"": 4, ""retrace_max"": 0.5, ""session"": ""ALL"", ""stop_buffer_atr"": 0.12, ""target_r"": 2.0}"
M15-0367,627,25.73187414500684,11,4.065539885309274,3.117211106037346,98.6744564475092,"{""body_min"": 0.65, ""breakout_buffer_atr"": 0.1, ""impulse_atr"": 1.2, ""lookback"": 12, ""max_hold_bars"": 40, ""max_risk_atr"": 2.8, ""min_risk_atr"": 0.35, ""pullback_bars"": 2, ""retrace_max"": 0.67, ""session"": ""ALL"", ""stop_buffer_atr"": 0.12, ""target_r"": 2.0}"
M15-0363,592,24.29548563611491,11,4.053174418692231,1.3408697962874103,99.05127971582354,"{""body_min"": 0.65, ""breakout_buffer_atr"": 0.1, ""impulse_atr"": 1.2, ""lookback"": 12, ""max_hold_bars"": 40, ""max_risk_atr"": 2.8, ""min_risk_atr"": 0.35, ""pullback_bars"": 2, ""retrace_max"": 0.5, ""session"": ""ALL"", ""stop_buffer_atr"": 0.12, ""target_r"": 3.0}"
M15-0004,466,19.124487004103965,8,3.895931622378034,0.9758671692576872,99.37369197603894,"{""body_min"": 0.55, ""breakout_buffer_atr"": 0.0, ""impulse_atr"": 1.2, ""lookback"": 8, ""max_hold_bars"": 40, ""max_risk_atr"": 2.8, ""min_risk_atr"": 0.35, ""pullback_bars"": 2, ""retrace_max"": 0.5, ""session"": ""PRIMARY"", ""stop_buffer_atr"": 0.12, ""target_r"": 3.0}"
M15-0010,466,19.124487004103965,8,3.895931622378034,0.9758671692576872,99.37369197603894,"{""body_min"": 0.55, ""breakout_buffer_atr"": 0.0, ""impulse_atr"": 1.2, ""lookback"": 8, ""max_hold_bars"": 40, ""max_risk_atr"": 2.8, ""min_risk_atr"": 0.35, ""pullback_bars"": 2, ""retrace_max"": 0.67, ""session"": ""PRIMARY"", ""stop_buffer_atr"": 0.12, ""target_r"": 3.0}"
M15-0369,593,24.336525307797537,11,3.8029658591907634,1.2580958848907349,99.10984564740025,"{""body_min"": 0.65, ""breakout_buffer_atr"": 0.1, ""impulse_atr"": 1.2, ""lookback"": 12, ""max_hold_bars"": 40, ""max_risk_atr"": 2.8, ""min_risk_atr"": 0.35, ""pullback_bars"": 2, ""retrace_max"": 0.67, ""session"": ""ALL"", ""stop_buffer_atr"": 0.12, ""target_r"": 3.0}"
M15-0361,626,25.690834473324212,11,3.735787543599839,2.864376872253836,98.7819701118201,"{""body_min"": 0.65, ""breakout_buffer_atr"": 0.1, ""impulse_atr"": 1.2, ""lookback"": 12, ""max_hold_bars"": 40, ""max_risk_atr"": 2.8, ""min_risk_atr"": 0.35, ""pullback_bars"": 2, ""retrace_max"": 0.5, ""session"": ""ALL"", ""stop_buffer_atr"": 0.12, ""target_r"": 2.0}"
M15-0115,734,30.12311901504788,10,3.6744572761138197,1.6487055390809375,99.01550001240797,"{""body_min"": 0.55, ""breakout_buffer_atr"": 0.0, ""impulse_atr"": 1.5, ""lookback"": 8, ""max_hold_bars"": 40, ""max_risk_atr"": 2.8, ""min_risk_atr"": 0.35, ""pullback_bars"": 4, ""retrace_max"": 0.67, ""session"": ""ALL"", ""stop_buffer_atr"": 0.12, ""target_r"": 2.0}"
M15-0006,450,18.467852257181942,8,3.631669529875462,1.2831507817989887,99.20353501669035,"{""body_min"": 0.55, ""breakout_buffer_atr"": 0.0, ""impulse_atr"": 1.2, ""lookback"": 8, ""max_hold_bars"": 40, ""max_risk_atr"": 2.8, ""min_risk_atr"": 0.35, ""pullback_bars"": 2, ""retrace_max"": 0.5, ""session"": ""PRIMARY"", ""stop_buffer_atr"": 0.12, ""target_r"": 4.0}"
M15-0012,450,18.467852257181942,8,3.631669529875462,1.2831507817989887,99.20353501669035,"{""body_min"": 0.55, ""breakout_buffer_atr"": 0.0, ""impulse_atr"": 1.2, ""lookback"": 8, ""max_hold_bars"": 40, ""max_risk_atr"": 2.8, ""min_risk_atr"": 0.35, ""pullback_bars"": 2, ""retrace_max"": 0.67, ""session"": ""PRIMARY"", ""stop_buffer_atr"": 0.12, ""target_r"": 4.0}"
M15-0109,728,29.87688098495212,10,3.188542400098291,1.3563650780455405,99.1900667700489,"{""body_min"": 0.55, ""breakout_buffer_atr"": 0.0, ""impulse_atr"": 1.5, ""lookback"": 8, ""max_hold_bars"": 40, ""max_risk_atr"": 2.8, ""min_risk_atr"": 0.35, ""pullback_bars"": 4, ""retrace_max"": 0.5, ""session"": ""ALL"", ""stop_buffer_atr"": 0.12, ""target_r"": 2.0}"
M15-0075,661,27.127222982216143,12,2.54823447138711,1.0244457419799047,99.37466732932262,"{""body_min"": 0.65, ""breakout_buffer_atr"": 0.1, ""impulse_atr"": 1.2, ""lookback"": 8, ""max_hold_bars"": 40, ""max_risk_atr"": 2.8, ""min_risk_atr"": 0.35, ""pullback_bars"": 2, ""retrace_max"": 0.5, ""session"": ""ALL"", ""stop_buffer_atr"": 0.12, ""target_r"": 3.0}"
M15-0081,662,27.16826265389877,12,2.390928120735791,0.9612051638774439,99.4132700566116,"{""body_min"": 0.65, ""breakout_buffer_atr"": 0.1, ""impulse_atr"": 1.2, ""lookback"": 8, ""max_hold_bars"": 40, ""max_risk_atr"": 2.8, ""min_risk_atr"": 0.35, ""pullback_bars"": 2, ""retrace_max"": 0.67, ""session"": ""ALL"", ""stop_buffer_atr"": 0.12, ""target_r"": 3.0}"
