signal_i,signal_time,entry_i,entry_time,direction,entry,stop,risk,target,target_r,impulse_i,impulse_time,broken_level,risk_atr,exit_time,gross_r,net_r,reason,pnl_rm,balance_rm
7185,2026-01-21 14:00:00+00:00,7186,2026-01-21 14:00:00+00:00,1,4879.195,4865.565290340815,13.6297096591843,4920.084128977553,3.0,7184,2026-01-21 13:30:00+00:00,4876.965,1.3599002440962586,2026-01-21 14:15:00+00:00,-1.0,-1.0357982313784078,stop,-4.601315837340477,84.244478603092
7247,2026-01-22 06:30:00+00:00,7248,2026-01-22 06:30:00+00:00,1,4825.325,4799.29944600841,26.02555399158973,4903.401661974769,3.0,7245,2026-01-22 05:45:00+00:00,4809.405,2.3384052600323524,2026-01-22 16:45:00+00:00,2.1275243561728963,2.108983636534193,time_exit,8.8835113421138,93.12798994520581
7310,2026-01-22 23:15:00+00:00,7311,2026-01-22 23:15:00+00:00,1,4942.745,4922.7549122646,19.990087735400266,5002.715263206201,3.0,7308,2026-01-22 21:30:00+00:00,4928.295,1.9823443028734729,2026-01-23 08:30:00+00:00,-1.0,-1.0247259795225758,stop,-4.771533535878482,88.35645640932734
7377,2026-01-23 16:00:00+00:00,7378,2026-01-23 16:00:00+00:00,1,4960.345,4941.993593559768,18.351406440232495,5015.399219320698,3.0,7376,2026-01-23 15:30:00+00:00,4956.325,1.5277916841221126,2026-01-25 23:15:00+00:00,3.0,2.972970218843144,target,13.134055677372132,101.49051208669947
7404,2026-01-25 23:45:00+00:00,7405,2026-01-25 23:45:00+00:00,1,5024.855,4999.67138865454,25.183611345459212,5100.405834036377,3.0,7402,2026-01-25 23:00:00+00:00,4989.675,2.118329824779281,2026-01-26 07:00:00+00:00,3.0,2.9800471229837893,target,15.122325427706013,116.61283751440548
7485,2026-01-26 20:00:00+00:00,7486,2026-01-26 20:00:00+00:00,-1,5028.265,5063.524607887628,35.25960788762768,4922.486176337117,3.0,7483,2026-01-26 19:15:00+00:00,5035.755,1.800791088927753,2026-01-27 01:15:00+00:00,-1.0,-1.0142606946056378,stop,-5.9137908788647655,110.69904663554072
7555,2026-01-27 14:30:00+00:00,7556,2026-01-27 14:30:00+00:00,-1,5059.275,5078.471858571122,19.196858571121993,5001.684424286634,3.0,7554,2026-01-27 14:00:00+00:00,5066.808,1.6258666005817526,2026-01-27 14:45:00+00:00,-1.0,-1.0263547026783366,stop,-5.680824354819786,105.01822228072093
7598,2026-01-28 02:15:00+00:00,7599,2026-01-28 02:15:00+00:00,1,5209.785,5183.960197207335,25.82480279266474,5287.259408377994,3.0,7596,2026-01-28 01:30:00+00:00,5202.355,1.5934655929171244,2026-01-28 08:00:00+00:00,3.0,2.9798264287172804,target,15.646803712449909,120.66502599317084
7674,2026-01-28 21:15:00+00:00,7675,2026-01-28 21:15:00+00:00,1,5386.555,5350.063197837655,36.491802162345266,5496.030406487036,3.0,7672,2026-01-28 20:30:00+00:00,5355.625,1.5798444488466399,2026-01-28 23:45:00+00:00,3.0,2.9852389997730553,target,18.010697075172153,138.675723068343
7718,2026-01-29 09:15:00+00:00,7719,2026-01-29 09:15:00+00:00,-1,5507.155,5533.626152070757,26.471152070756943,5427.741543787729,3.0,7716,2026-01-29 08:30:00+00:00,5515.485,1.0343148679409677,2026-01-29 12:15:00+00:00,-1.0,-1.0208043646354321,stop,-7.07803916885695,131.59768389948604
7786,2026-01-30 03:15:00+00:00,7787,2026-01-30 03:15:00+00:00,-1,5179.845,5318.068286765141,138.22328676514098,4765.175139704577,3.0,7782,2026-01-30 02:00:00+00:00,5282.335,2.778224072696629,2026-01-30 13:30:00+00:00,1.120918215924482,1.1171707684999381,time_exit,7.3508542827400385,138.9485381822261
7845,2026-01-30 18:00:00+00:00,7846,2026-01-30 18:00:00+00:00,-1,4848.798,4931.706554040554,82.90855404055401,4600.072337878338,3.0,7844,2026-01-30 17:30:00+00:00,4897.229,1.5286078018061402,2026-01-30 20:00:00+00:00,-1.0,-1.00584836879151,stop,-6.988058023827849,131.96048015839824
8024,2026-02-03 16:45:00+00:00,8025,2026-02-03 16:45:00+00:00,1,4980.665,4937.97091623775,42.69408376224965,5108.747251286749,3.0,8023,2026-02-03 16:15:00+00:00,4950.835,1.6830318912389477,2026-02-03 17:15:00+00:00,-1.0,-1.0116659372004229,stop,-6.674996141643188,125.28548401675505
8052,2026-02-04 00:45:00+00:00,8053,2026-02-04 00:45:00+00:00,1,4986.335,4942.252262815646,44.0827371843543,5118.583211553063,3.0,8050,2026-02-04 00:00:00+00:00,4971.098,1.5232734817810896,2026-02-04 11:00:00+00:00,1.4053120100261585,1.3940007001609223,time_exit,8.732402621967829,134.01788663872287
8139,2026-02-04 23:30:00+00:00,8140,2026-02-04 23:30:00+00:00,1,5019.125,4955.129976416347,63.995023583653165,5211.1100707509595,3.0,8138,2026-02-04 23:00:00+00:00,4970.475,2.336278592045464,2026-02-05 01:30:00+00:00,-1.0,-1.007842992656201,stop,-6.753449396971498,127.26443724175137
8194,2026-02-05 13:15:00+00:00,8195,2026-02-05 13:15:00+00:00,-1,4824.715,4881.242195269216,56.527195269215554,4655.1334141923535,3.0,8190,2026-02-05 12:00:00+00:00,4847.205,2.032624070541616,2026-02-05 17:00:00+00:00,-1.0,-1.0085352103125265,stop,-6.417533298945752,120.84690394280561
8230,2026-02-05 23:15:00+00:00,8231,2026-02-05 23:15:00+00:00,-1,4768.375,4807.608092991599,39.233092991598824,4650.6757210252035,3.0,8228,2026-02-05 21:30:00+00:00,4792.575,1.4652458460747615,2026-02-06 02:30:00+00:00,-1.0,-1.0121539614555015,stop,-6.115783627767159,114.73112031503845
8327,2026-02-09 00:30:00+00:00,8328,2026-02-09 00:30:00+00:00,1,5034.795,5017.356624133614,17.438375866386195,5087.110127599159,3.0,8324,2026-02-08 23:30:00+00:00,5025.655,0.9831933997257201,2026-02-09 00:45:00+00:00,-1.0,-1.0288719261390904,stop,-5.902181437331467,108.82893887770699
8368,2026-02-09 10:45:00+00:00,8369,2026-02-09 10:45:00+00:00,-1,4986.615,5017.054161603965,30.43916160396566,4895.297515188103,3.0,8367,2026-02-09 10:15:00+00:00,4994.955,1.845579150867365,2026-02-09 12:00:00+00:00,-1.0,-1.0163822350460217,stop,-5.530590006710535,103.29834887099645
8385,2026-02-09 15:00:00+00:00,8386,2026-02-09 15:00:00+00:00,1,5037.605,5011.68745000614,25.91754999385921,5115.357649981577,3.0,8384,2026-02-09 14:30:00+00:00,5027.145,1.6564704052811945,2026-02-09 23:15:00+00:00,-1.0,-1.0194370417002903,stop,-5.265308159278657,98.03304071171779
8556,2026-02-11 11:45:00+00:00,8557,2026-02-11 11:45:00+00:00,1,5108.315,5088.095362559558,20.219637440441147,5168.973912321323,3.0,8555,2026-02-11 11:15:00+00:00,5100.915,1.7676601419767073,2026-02-11 12:30:00+00:00,-1.0,-1.0252641275841223,stop,-5.025487997985905,93.00755271373188
9006,2026-02-18 11:45:00+00:00,9007,2026-02-18 11:45:00+00:00,-1,4911.095,4922.135910900893,11.040910900892413,4877.972267297323,3.0,9002,2026-02-18 10:30:00+00:00,4912.735,1.3646044213618556,2026-02-18 12:15:00+00:00,-1.0,-1.0444808860798165,stop,-4.857230553527696,88.15032216020418
9014,2026-02-18 13:45:00+00:00,9015,2026-02-18 13:45:00+00:00,1,4955.875,4941.617072079634,14.257927920365546,4998.648783761097,3.0,9012,2026-02-18 13:00:00+00:00,4946.935,1.490469323107721,2026-02-18 15:15:00+00:00,3.0,2.965241267681532,target,13.069348651442963,101.21967081164715
9021,2026-02-18 15:30:00+00:00,9022,2026-02-18 15:30:00+00:00,1,5004.445,4989.81180700227,14.633192997729566,5048.344578993188,3.0,9020,2026-02-18 15:00:00+00:00,4994.098,1.2514195570871427,2026-02-18 18:30:00+00:00,-1.0,-1.034199268750002,stop,-5.23406547682607,95.98560533482107
9113,2026-02-19 15:30:00+00:00,9114,2026-02-19 15:30:00+00:00,1,5016.005,4985.70137253873,30.30362746127048,5106.915882383812,3.0,9111,2026-02-19 14:45:00+00:00,5005.135,2.3108616142339327,2026-02-19 18:00:00+00:00,-1.0,-1.0165524903129524,stop,-4.878720306865429,91.10688502795564
9203,2026-02-20 15:00:00+00:00,9204,2026-02-20 15:00:00+00:00,1,5053.915,5036.0755962517305,17.839403748269433,5107.433211244808,3.0,9202,2026-02-20 14:30:00+00:00,5048.555,1.713400054032276,2026-02-20 15:15:00+00:00,-1.0,-1.0283300668078117,stop,-4.684397458372462,86.42248756958318
9229,2026-02-20 21:30:00+00:00,9230,2026-02-20 21:30:00+00:00,1,5097.725,5081.97639516295,15.748604837050152,5144.970814511151,3.0,9227,2026-02-20 20:45:00+00:00,5087.135,1.4224188620612024,2026-02-22 23:15:00+00:00,3.0,2.967630624726788,target,12.82350103882826,99.24598860841144
9305,2026-02-23 17:30:00+00:00,9306,2026-02-23 17:30:00+00:00,1,5209.875,5197.694720122855,12.18027987714504,5246.415839631435,3.0,9301,2026-02-23 16:15:00+00:00,5204.875,0.8910879208012655,2026-02-23 17:45:00+00:00,-1.0,-1.0427730319216701,stop,-5.174552022362836,94.0714365860486
9326,2026-02-23 23:45:00+00:00,9327,2026-02-23 23:45:00+00:00,1,5242.235,5220.408701163735,21.82629883626487,5307.713896508794,3.0,9324,2026-02-23 23:00:00+00:00,5237.725,2.1288777841187194,2026-02-24 00:15:00+00:00,-1.0,-1.0240179750095326,stop,-4.816542099954158,89.25489448609444
9463,2026-02-25 11:00:00+00:00,9464,2026-02-25 11:00:00+00:00,-1,5174.715,5185.656193247514,10.941193247514093,5141.891420257458,3.0,9461,2026-02-25 10:15:00+00:00,5176.325,1.203217846785388,2026-02-25 12:30:00+00:00,-1.0,-1.0472957097360083,stop,-4.673813403411341,84.5810810826831
9486,2026-02-25 16:45:00+00:00,9487,2026-02-25 16:45:00+00:00,1,5207.445,5189.999174103195,17.44582589680431,5259.782477690413,3.0,9485,2026-02-25 16:15:00+00:00,5202.355,1.468271204995911,2026-02-25 20:30:00+00:00,-1.0,-1.0298492317348753,stop,-4.3552880686153195,80.22579301406778
9507,2026-02-25 22:00:00+00:00,9508,2026-02-25 23:00:00+00:00,-1,5157.898,5182.6772763611,24.77927636109962,5083.560170916701,3.0,9503,2026-02-25 20:45:00+00:00,5176.948,2.1357204980364273,2026-02-26 00:30:00+00:00,-1.0,-1.0208153697663958,stop,-4.094786128022896,76.13100688604487
9546,2026-02-26 08:45:00+00:00,9547,2026-02-26 08:45:00+00:00,-1,5173.855,5191.700465608923,17.845465608923405,5120.318603173229,3.0,9545,2026-02-26 08:15:00+00:00,5179.058,1.9548362409804145,2026-02-26 16:00:00+00:00,-1.0,-1.028992546977384,stop,-3.9169119339812037,72.21409495206368
9695,2026-03-02 00:00:00+00:00,9696,2026-03-02 00:00:00+00:00,1,5386.675,5350.088917849996,36.586082150004586,5496.433246450014,3.0,9694,2026-03-01 23:30:00+00:00,5378.378,2.0083096410595793,2026-03-02 00:30:00+00:00,-1.0,-1.0147232900694707,stop,-3.6638662009573606,68.55022875110632
9727,2026-03-02 08:00:00+00:00,9728,2026-03-02 08:00:00+00:00,1,5408.075,5382.887130204048,25.187869795951883,5483.6386093878555,3.0,9724,2026-03-02 07:00:00+00:00,5389.505,1.6972292878372572,2026-03-02 10:15:00+00:00,-1.0,-1.0214709502780945,stop,-3.5011033652086665,65.04912538589765
9828,2026-03-03 10:15:00+00:00,9829,2026-03-03 10:15:00+00:00,-1,5272.585,5304.896556691013,32.31155669101281,5175.650329926962,3.0,9825,2026-03-03 09:15:00+00:00,5278.598,1.4790398453763216,2026-03-03 11:15:00+00:00,3.0,2.9836820458685405,target,9.704295375667717,74.75342076156537
9834,2026-03-03 11:45:00+00:00,9835,2026-03-03 11:45:00+00:00,-1,5123.498,5213.124131896004,89.62613189600415,4854.619604311987,3.0,9833,2026-03-03 11:15:00+00:00,5159.175,2.7028849780834765,2026-03-03 13:00:00+00:00,-1.0,-1.0057165225047813,stop,-3.759037518682912,70.99438324288245
9940,2026-03-04 15:15:00+00:00,9941,2026-03-04 15:15:00+00:00,-1,5134.125,5181.480318466312,47.35531846631238,4992.059044601063,3.0,9939,2026-03-04 14:45:00+00:00,5156.095,2.624389116135088,2026-03-05 01:15:00+00:00,-1.0,-1.0108417072596656,stop,-3.5882041781541147,67.40617906472833
9986,2026-03-05 03:45:00+00:00,9987,2026-03-05 03:45:00+00:00,1,5188.235,5172.427637723925,15.807362276074855,5235.657086828224,3.0,9983,2026-03-05 02:45:00+00:00,5188.045,1.2668166571558785,2026-03-05 05:00:00+00:00,-1.0,-1.0328216365854574,stop,-3.480928008880256,63.92525105584808
10100,2026-03-06 09:15:00+00:00,10101,2026-03-06 09:15:00+00:00,-1,5095.545,5118.627456961871,23.082456961870776,5026.297629114388,3.0,10097,2026-03-06 08:15:00+00:00,5105.495,2.1266689929198024,2026-03-06 13:45:00+00:00,-1.0,-1.0220754012816624,stop,-3.266821331246847,60.658429724601234
10235,2026-03-09 19:00:00+00:00,10236,2026-03-09 19:00:00+00:00,1,5122.945,5102.4683362760325,20.47666372396725,5184.3749911719015,3.0,10234,2026-03-09 18:30:00+00:00,5115.795,1.5654306138046705,2026-03-10 02:00:00+00:00,3.0,2.974981544508133,target,9.022885447476611,69.68131517207784
10261,2026-03-10 02:30:00+00:00,10262,2026-03-10 02:30:00+00:00,1,5179.415,5162.213381964635,17.201618035364845,5231.0198541060945,3.0,10259,2026-03-10 01:45:00+00:00,5168.655,1.1148056050543775,2026-03-10 03:30:00+00:00,-1.0,-1.030110045400099,stop,-3.588971136772386,66.09234403530546
10398,2026-03-11 13:45:00+00:00,10399,2026-03-11 13:45:00+00:00,-1,5165.155,5184.14116126464,18.98616126464003,5108.19651620608,3.0,10395,2026-03-11 12:45:00+00:00,5172.778,1.655575847321842,2026-03-11 14:15:00+00:00,-1.0,-1.0272048410840142,stop,-3.3945187875827973,62.69782524772266
10467,2026-03-12 08:00:00+00:00,10468,2026-03-12 08:00:00+00:00,1,5182.225,5166.710807566204,15.51419243379678,5228.767577301391,3.0,10466,2026-03-12 07:30:00+00:00,5171.285,1.744486779608091,2026-03-12 12:30:00+00:00,-1.0,-1.0334031244108512,stop,-3.239606425238108,59.458218822484554
10577,2026-03-13 12:30:00+00:00,10578,2026-03-13 12:30:00+00:00,1,5113.495,5090.667476220559,22.827523779440526,5181.9775713383215,3.0,10575,2026-03-13 11:45:00+00:00,5098.105,2.195792095251302,2026-03-13 14:15:00+00:00,-1.0,-1.0224005680572565,stop,-3.039505834989044,56.41871298749551
10589,2026-03-13 15:30:00+00:00,10590,2026-03-13 15:30:00+00:00,-1,5062.915,5080.917985940221,18.00298594022115,5008.9060421793365,3.0,10587,2026-03-13 14:45:00+00:00,5074.876,1.2611652332346917,2026-03-15 22:15:00+00:00,3.0,2.971877359584619,target,8.383474789222031,64.80218777671755
10645,2026-03-16 06:30:00+00:00,10646,2026-03-16 06:30:00+00:00,1,5027.495,5011.430797992681,16.06420200731918,5075.687606021957,3.0,10644,2026-03-16 06:00:00+00:00,5026.255,1.3926466156571904,2026-03-16 07:00:00+00:00,-1.0,-1.0312962635660916,stop,-3.3415127062518533,61.46067507046569
10652,2026-03-16 08:15:00+00:00,10653,2026-03-16 08:15:00+00:00,-1,4988.575,5008.509087088142,19.934087088142405,4928.772738735573,3.0,10650,2026-03-16 07:30:00+00:00,4997.445,1.7036624514093799,2026-03-16 11:30:00+00:00,-1.0,-1.0250253496833943,stop,-3.149937497794079,58.31073757267161
10732,2026-03-17 05:15:00+00:00,10733,2026-03-17 05:15:00+00:00,1,5040.425,5031.048205639054,9.376794360946406,5068.555383082839,3.0,10730,2026-03-17 04:30:00+00:00,5033.445,1.163862108393391,2026-03-17 06:00:00+00:00,-1.0,-1.053754244851449,stop,-3.0722593618810796,55.23847821079053
10853,2026-03-18 12:30:00+00:00,10854,2026-03-18 12:30:00+00:00,-1,4901.365,4934.113717129551,32.74871712955155,4803.118848611345,3.0,10852,2026-03-18 12:00:00+00:00,4924.575,2.2218623825640145,2026-03-18 23:45:00+00:00,2.05992801895516,2.0449614326897785,time_exit,5.648027877077066,60.8865060878676
10906,2026-03-19 02:45:00+00:00,10907,2026-03-19 02:45:00+00:00,1,4861.045,4839.408312807983,21.636687192017234,4925.955061576052,3.0,10902,2026-03-19 01:30:00+00:00,4859.985,1.4839237978576993,2026-03-19 05:45:00+00:00,-1.0,-1.0224666787334868,stop,-3.112721182967411,57.77378490490019
10927,2026-03-19 08:00:00+00:00,10928,2026-03-19 08:00:00+00:00,-1,4727.525,4773.436787728821,45.911787728821764,4589.789636813534,3.0,10926,2026-03-19 07:30:00+00:00,4747.505,2.5783630508299367,2026-03-19 12:45:00+00:00,3.0,2.9897030256632062,target,8.636322976709769,66.41010788160996
10976,2026-03-19 20:15:00+00:00,10977,2026-03-19 20:15:00+00:00,1,4653.805,4619.130001188986,34.67499881101412,4757.829996433043,3.0,10972,2026-03-19 19:00:00+00:00,4648.825,1.1770866356043346,2026-03-20 07:30:00+00:00,0.9874549725759135,0.9740337608684115,time_exit,3.2342843569800745,69.64439223859003
11047,2026-03-20 15:00:00+00:00,11048,2026-03-20 15:00:00+00:00,-1,4563.705,4591.208474866107,27.503474866107354,4481.194575401678,3.0,11045,2026-03-20 14:15:00+00:00,4585.855,1.1730749841386239,2026-03-20 16:30:00+00:00,-1.0,-1.0165931942135205,stop,-3.5400007582443775,66.10439148034565
11081,2026-03-23 00:30:00+00:00,11082,2026-03-23 00:30:00+00:00,-1,4426.875,4476.265285539065,49.39028553906519,4278.704143382804,3.0,11080,2026-03-23 00:00:00+00:00,4448.835,1.8013130454240682,2026-03-23 06:15:00+00:00,3.0,2.991036952000412,target,9.886033880360754,75.99042536070641
11176,2026-03-24 01:15:00+00:00,11177,2026-03-24 01:15:00+00:00,-1,4330.805,4390.8062424830505,60.00124248305019,4150.80127255085,3.0,11174,2026-03-24 00:30:00+00:00,4359.348,1.914300694627554,2026-03-24 06:30:00+00:00,-1.0,-1.007217858865545,stop,-3.8269456763046357,72.16347968440178
11225,2026-03-24 13:30:00+00:00,11226,2026-03-24 13:30:00+00:00,-1,4356.108,4409.619836044157,53.51183604415655,4195.5724918675305,3.0,11222,2026-03-24 12:30:00+00:00,4373.048,2.0289898862704914,2026-03-24 14:30:00+00:00,-1.0,-1.0081404569942347,stop,-3.6375461693663493,68.52593351503543
11262,2026-03-24 23:45:00+00:00,11263,2026-03-24 23:45:00+00:00,1,4539.205,4480.204135597515,59.000864402484694,4716.207593207454,3.0,11261,2026-03-24 23:15:00+00:00,4485.185,2.7295581532780373,2026-03-25 10:00:00+00:00,0.21270874803440448,0.20501529295375512,time_exit,0.7024432167257267,69.22837673176116
11459,2026-03-27 03:00:00+00:00,11460,2026-03-27 03:00:00+00:00,1,4431.925,4414.573937515027,17.351062484973227,4483.97818745492,3.0,11456,2026-03-27 02:00:00+00:00,4420.305,0.9546390864737854,2026-03-27 10:45:00+00:00,-1.0,-1.0255426721207317,stop,-3.5498327230035516,65.67854400875761
11491,2026-03-27 11:00:00+00:00,11492,2026-03-27 11:00:00+00:00,-1,4414.498,4431.610772232452,17.1127722324527,4363.1596833026415,3.0,11490,2026-03-27 10:30:00+00:00,4420.445,1.4712519852085268,2026-03-27 12:30:00+00:00,-1.0,-1.0257965099987034,stop,-3.3686410612989905,62.309902947458625
11506,2026-03-27 14:45:00+00:00,11507,2026-03-27 14:45:00+00:00,1,4463.815,4428.250081461038,35.56491853896205,4570.509755616886,3.0,11504,2026-03-27 14:00:00+00:00,4445.045,2.3132675695671163,2026-03-30 00:15:00+00:00,-1.0,-1.0125511745376552,stop,-3.154598270738827,59.155304676719794
11589,2026-03-30 12:30:00+00:00,11590,2026-03-30 12:30:00+00:00,1,4565.595,4536.708543844875,28.886456155125416,4652.2543684653765,3.0,11586,2026-03-30 11:30:00+00:00,4550.485,2.1712934160364417,2026-03-30 14:00:00+00:00,-1.0,-1.015805313658006,stop,-3.0045136410835136,56.15079103563628
11597,2026-03-30 14:30:00+00:00,11598,2026-03-30 14:30:00+00:00,-1,4518.625,4549.861888316205,31.236888316205295,4424.914335051384,3.0,11595,2026-03-30 13:45:00+00:00,4523.248,1.9155035915451002,2026-03-30 15:45:00+00:00,-1.0,-1.0144656694170648,stop,-2.8481524908132245,53.302638544823054
11616,2026-03-30 19:15:00+00:00,11617,2026-03-30 19:15:00+00:00,-1,4497.645,4520.2848689469365,22.639868946936076,4429.725393159192,3.0,11615,2026-03-30 18:45:00+00:00,4511.015,1.5350200241295175,2026-03-30 22:15:00+00:00,-1.0,-1.0198660381406877,stop,-2.71807753975769,50.58456100506537
