month,trades,pnl_rm,ending_balance_rm
2026-01,30,31.96048015839824,131.96048015839824
2026-02,21,-59.746385206334566,72.21409495206368
2026-03,32,-14.078778554893432,58.13531639717024
2026-04,33,-30.575933051140183,27.55938334603006
2026-05,31,37.25400337287421,64.81338671890427
2026-06,34,80.0576840680219,144.87107078692617
2026-07,33,-18.439048351546404,126.43202243537976
2026-08,34,84.0099439091181,210.44196634449787
2026-09,15,-20.275670573260896,190.16629577123697
