signal_i,signal_time,direction,playbook,session,mode,entry_model,entry,stop,risk,target,target_r,external_liquidity,external_liquidity_type,external_runway_r,trend_vote,day_open_aligned,d1_range_ratio20,h4_range_ratio12,route,quality_score,fresh_internal,fresh_external,trend_aligned,m15_aligned,clean_displacement,fvg_entry,entry_time,exit_time,exit_price,gross_r,cost_r,net_r,reason,balance_before_rm,risk_rm,pnl_rm,balance_after_rm
40322,2026-01-16 08:40:00+00:00,-1,TREND_PULLBACK,LONDON,DISPLACEMENT_RETRACE,FVG50,4605.57,4610.750655249251,5.180655249251686,4595.208689501496,2.0,4590.975,ASIA_L,2.817211201634678,-2,True,0.6325966850828785,0.759111419645954,B_PRECISION_A_PLUS,5,True,False,True,True,True,True,2026-01-16 08:55:00+00:00,2026-01-16 10:30:00+00:00,4610.750655249251,-1.0,0.0888993723460994,-1.0888993723460993,stop,100.0,5.0,-5.444496861730497,94.5555031382695
