signal_i,signal_time,direction,playbook,session,mode,entry_model,entry,stop,risk,target,target_r,external_liquidity,external_liquidity_type,external_runway_r,trend_vote,day_open_aligned,d1_range_ratio20,h4_range_ratio12,route,quality_score,fresh_internal,fresh_external,trend_aligned,m15_aligned,clean_displacement,fvg_entry,entry_time,exit_time,exit_price,gross_r,cost_r,net_r,reason,balance_before_rm,risk_rm,pnl_rm,balance_after_rm
45590,2026-02-12 13:15:00+00:00,1,TREND_PULLBACK,NEW_YORK,DISPLACEMENT_RETRACE,FVG50,5062.469999999999,5047.971507928499,14.49849207150055,5105.965476214501,3.0,5118.815,PDH,3.8862662214891093,2,True,0.6517761903222681,0.8217252212833512,A_STRUCTURAL_ASYMMETRIC,3,False,False,True,True,False,True,2026-02-12 13:30:00+00:00,2026-02-12 15:00:00+00:00,5047.971507928499,-1.0,0.03491721742532945,-1.0349172174253294,stop,64.17113539736313,3.2085567698681565,-3.3205906442231554,60.85054475313998
45882,2026-02-13 14:35:00+00:00,-1,EXTERNAL_SWEEP,NEW_YORK,DISPLACEMENT_RETRACE,DISP_BODY50,4996.055,5011.766365529898,15.711365529898103,4948.920903410306,3.0,4933.495,H1_L,3.9818308523820676,-2,False,1.130313245087564,1.0308402585410912,A_STRUCTURAL_ASYMMETRIC,4,True,True,True,False,True,False,2026-02-13 14:50:00+00:00,2026-02-13 15:40:00+00:00,5011.766365529898,-1.0,0.03179898647569943,-1.0317989864756993,stop,60.85054475313998,3.042527237656999,-3.1392765201392008,57.71126823300078
45896,2026-02-13 15:45:00+00:00,-1,EXTERNAL_SWEEP,NEW_YORK,DISPLACEMENT_RETRACE,DISP_BODY50,5000.455,5021.395372394872,20.9403723948717,4937.633882815385,3.0,4933.495,H1_L,3.1976508696855146,-2,False,1.130313245087564,1.0308402585410912,A_STRUCTURAL_ASYMMETRIC,4,True,True,True,False,True,False,2026-02-13 16:20:00+00:00,2026-02-13 16:30:00+00:00,5021.395372394872,-1.0,0.023879494145121374,-1.0238794941451215,stop,57.71126823300078,2.8855634116500393,-2.954469206243913,54.756799026756866
46076,2026-02-16 07:45:00+00:00,1,EXTERNAL_SWEEP,LONDON,DISPLACEMENT_RETRACE,FVG50,5000.63,4993.469575109587,7.160424890413196,5022.11127467124,3.0,5030.945,ASIA_H,4.233687311012385,0,False,0.29149142672274514,1.080778146679452,A_STRUCTURAL_ASYMMETRIC,3,False,True,False,False,True,True,2026-02-16 08:15:00+00:00,2026-02-16 12:20:00+00:00,4993.469575109587,-1.0,0.06983705683017696,-1.069837056830177,stop,54.756799026756866,2.7378399513378433,-2.9290426356113533,51.82775639114551
46422,2026-02-17 16:05:00+00:00,1,EXTERNAL_SWEEP,NEW_YORK,DISPLACEMENT_RETRACE,DISP_BODY50,4882.625,4850.8902421746625,31.73475782533751,4977.8292734760125,3.0,4991.005,ASIA_H,3.4151828287615884,1,False,0.42754448398576145,2.4779350541215703,A_STRUCTURAL_ASYMMETRIC,2,False,True,False,False,True,False,2026-02-17 16:15:00+00:00,2026-02-17 17:15:00+00:00,4850.8902421746625,-1.0,0.015385732662190472,-1.0153857326621905,stop,51.82775639114551,2.591387819557276,-2.631258219773041,49.196498171372475
47152,2026-02-20 07:55:00+00:00,-1,EXTERNAL_SWEEP,LONDON,DISPLACEMENT_RETRACE,FVG50,5012.5365,5020.665426636582,8.128926636582037,4988.149720090254,3.0,4981.315,ASIA_L,3.8407899832059793,0,False,0.40784264686041166,0.9304932735426137,A_STRUCTURAL_ASYMMETRIC,3,False,True,False,False,True,True,2026-02-20 08:05:00+00:00,2026-02-20 08:35:00+00:00,5020.665426636582,-1.0,0.0616629565512676,-1.0616629565512676,stop,49.196498171372475,2.459824908568624,-2.611504985029417,46.584993186343056
50279,2026-03-09 14:30:00+00:00,1,EXTERNAL_SWEEP,NEW_YORK,DISPLACEMENT_RETRACE,DISP_BODY50,5084.83,5058.9898920173855,25.840107982614427,5136.510215965229,2.0,5140.365,ASIA_H,2.1491783253136774,0,True,1.2730656430963012,0.9344393804490607,A_STRUCTURAL_ASYMMETRIC,2,False,True,False,False,True,False,2026-03-09 15:05:00+00:00,2026-03-09 19:25:00+00:00,5136.510215965229,2.0,0.019678052442432294,1.9803219475575677,target,46.584993186343056,2.3292496593171528,4.612664221686745,51.1976574080298
51335,2026-03-13 10:30:00+00:00,-1,TREND_PULLBACK,LONDON,DISPLACEMENT_RETRACE,FVG50,5089.84,5097.0510489077515,7.211048907751319,5060.995804368995,4.0,5054.795,PDL,4.8599032468535075,-2,True,1.1348421026395115,0.9936368611376407,A_STRUCTURAL_ASYMMETRIC,4,True,False,True,False,True,True,2026-03-13 10:50:00+00:00,2026-03-13 10:55:00+00:00,5097.0510489077515,-1.0,0.07058390624044743,-1.0705839062404474,stop,51.1976574080298,2.55988287040149,-2.740569402912436,48.45708800511736
53024,2026-03-23 13:15:00+00:00,-1,EXTERNAL_SWEEP,NEW_YORK,DISPLACEMENT_RETRACE,DISP_BODY50,4434.33,4495.292467677865,60.96246767786488,4312.40506464427,2.0,4301.698,ASIA_L,2.1756337145150955,-3,True,0.7463755990612335,2.6844563316531223,A_STRUCTURAL_ASYMMETRIC,3,False,True,True,False,True,False,2026-03-23 13:25:00+00:00,2026-03-23 14:20:00+00:00,4495.292467677865,-1.0,0.007273868937575962,-1.007273868937576,stop,48.45708800511736,2.4228544002558685,-2.440477925618159,46.0166100794992
53043,2026-03-23 14:50:00+00:00,-1,EXTERNAL_SWEEP,NEW_YORK,DISPLACEMENT_RETRACE,DISP_BODY50,4471.25,4515.1942273704735,43.94422737047353,4339.417317888579,3.0,4301.698,ASIA_L,3.8583452286141,-3,False,0.7463755990612335,2.6844563316531223,A_STRUCTURAL_ASYMMETRIC,3,False,True,True,False,True,False,2026-03-23 15:00:00+00:00,2026-03-24 00:40:00+00:00,4339.417317888579,3.0,0.010174829022035026,2.989825170977965,target,46.0166100794992,2.3008305039749604,6.879080954938253,52.895691034437455
