signal_i,signal_time,direction,playbook,session,mode,entry_model,entry,stop,risk,target,target_r,external_liquidity,external_liquidity_type,external_runway_r,trend_vote,day_open_aligned,d1_range_ratio20,h4_range_ratio12,route,quality_score,fresh_internal,fresh_external,trend_aligned,m15_aligned,clean_displacement,fvg_entry,entry_time,exit_time,exit_price,gross_r,cost_r,net_r,reason,balance_before_rm,risk_rm,pnl_rm,balance_after_rm
53241,2026-03-24 08:20:00+00:00,-1,TREND_PULLBACK,LONDON,DISPLACEMENT_RETRACE,FVG50,4408.025,4434.133979985135,26.108979985135193,4329.698060044594,3.0,4319.515,H1_L,3.39002136622692,-2,True,3.246006039408904,0.8168902351074518,A_STRUCTURAL_ASYMMETRIC,3,False,False,True,False,True,True,2026-03-24 08:50:00+00:00,2026-03-24 11:00:00+00:00,4434.133979985135,-1.0,0.016883175836473318,-1.0168831758364734,stop,52.895691034437455,2.644784551721873,-2.6894369143581818,50.20625412007927
53817,2026-03-26 10:20:00+00:00,1,EXTERNAL_SWEEP,LONDON,DISPLACEMENT_RETRACE,FVG50,4428.555,4415.391334673642,13.163665326358569,4468.045995979076,3.0,4544.275,ASIA_H,8.790864636180375,0,False,0.9056528397363344,1.7117159763313419,A_STRUCTURAL_ASYMMETRIC,2,False,True,False,False,False,True,2026-03-26 10:45:00+00:00,2026-03-26 14:25:00+00:00,4468.045995979076,3.0,0.03364226368724508,2.966357736312755,target,50.20625412007927,2.5103127060039636,7.446485516019064,57.65273963609834
54329,2026-03-30 07:00:00+00:00,-1,EXTERNAL_SWEEP,LONDON,DISPLACEMENT_RETRACE,FVG50,4534.55,4551.302497360283,16.752497360283087,4467.540010558868,4.0,4443.485,PDL,5.435905945336718,-2,False,0.5576465888306218,1.5062268850479164,A_STRUCTURAL_ASYMMETRIC,4,False,True,True,False,True,True,2026-03-30 07:20:00+00:00,2026-03-30 11:45:00+00:00,4551.302497360283,-1.0,0.027067904578516967,-1.027067904578517,stop,57.65273963609834,2.882636981804917,-2.9606639245629167,54.69207571153542
54437,2026-03-30 16:00:00+00:00,-1,EXTERNAL_SWEEP,NEW_YORK,DISPLACEMENT_RETRACE,DISP_BODY50,4543.860000000001,4557.5312453095,13.671245309499682,4489.175018762002,4.0,4443.485,PDL,7.342052441283732,-1,False,0.5576465888306218,1.0160463646264166,A_STRUCTURAL_ASYMMETRIC,4,True,True,False,True,True,False,2026-03-30 16:10:00+00:00,2026-03-31 00:25:00+00:00,4489.175018762002,4.0,0.033236621076813154,3.966763378923187,target,54.69207571153542,2.7346037855767715,10.847526152490651,65.53960186402608
54698,2026-03-31 14:45:00+00:00,-1,EXTERNAL_SWEEP,NEW_YORK,DISPLACEMENT_RETRACE,DISP_BODY50,4604.73,4631.253164828377,26.52316482837705,4551.6836703432455,2.0,4529.115,H1_L,2.8509041243486726,-1,False,1.1722223622296724,1.0547097648215267,A_STRUCTURAL_ASYMMETRIC,2,False,True,False,False,True,False,2026-03-31 14:55:00+00:00,2026-03-31 16:40:00+00:00,4631.253164828377,-1.0,0.017361163457663295,-1.0173611634576634,stop,65.53960186402608,3.2769800932013045,-3.333872280246881,62.2057295837792
55166,2026-04-02 07:45:00+00:00,1,EXTERNAL_SWEEP,LONDON,DISPLACEMENT_RETRACE,DISP_BODY50,4642.73,4606.570518407688,36.15948159231175,4751.208444776935,3.0,4798.525,ASIA_H,4.3085518137827865,0,False,0.9888478863543027,2.6096626499743625,A_STRUCTURAL_ASYMMETRIC,2,False,True,False,False,True,False,2026-04-02 07:55:00+00:00,2026-04-02 10:25:00+00:00,4606.570518407688,-1.0,0.012839592260601268,-1.0128395922606013,stop,62.2057295837792,3.1102864791889604,-3.150221289395408,59.05550829438379
55228,2026-04-02 12:55:00+00:00,-1,EXTERNAL_SWEEP,NEW_YORK,DISPLACEMENT_RETRACE,DISP_BODY50,4610.7415,4631.036260565934,20.294760565933757,4570.151978868133,2.0,4553.158,H1_L,2.8373579384157828,0,True,0.9888478863543027,0.9457830817594239,A_STRUCTURAL_ASYMMETRIC,3,False,True,False,True,True,False,2026-04-02 13:10:00+00:00,2026-04-02 13:50:00+00:00,4631.036260565934,-1.0,0.022718876061733232,-1.0227188760617332,stop,59.05550829438379,2.9527754147191896,-3.0198591534043278,56.035649140979466
56005,2026-04-08 08:40:00+00:00,-1,EXTERNAL_SWEEP,LONDON,DISPLACEMENT_RETRACE,DISP_BODY50,4797.875,4820.325722737378,22.450722737377873,4730.522831787866,3.0,4607.335,PDL,8.487031897764822,0,True,1.33576621025895,1.051886792452827,A_STRUCTURAL_ASYMMETRIC,2,False,True,False,False,True,False,2026-04-08 08:50:00+00:00,2026-04-08 18:05:00+00:00,4730.522831787866,3.0,0.021370692855299883,2.9786293071447,target,56.035649140979466,2.8017824570489736,8.34547133880996,64.38112047978943
56356,2026-04-09 14:55:00+00:00,1,TREND_PULLBACK,NEW_YORK,DISPLACEMENT_RETRACE,DISP_BODY50,4765.95,4746.227017727783,19.72298227221654,4825.118946816649,3.0,4856.998,PDH,4.616340406504227,2,True,0.9211631098005992,0.6504831124412146,A_STRUCTURAL_ASYMMETRIC,2,False,False,True,True,False,False,2026-04-09 15:05:00+00:00,2026-04-10 02:20:00+00:00,4746.227017727783,-1.0,0.02416444903828626,-1.0241644490382862,stop,64.38112047978943,3.219056023989472,-3.2968427392325537,61.08427774055688
56630,2026-04-10 14:45:00+00:00,-1,EXTERNAL_SWEEP,NEW_YORK,DISPLACEMENT_RETRACE,FVG50,4784.735000000001,4795.586307140241,10.851307140240351,4741.329771439039,4.0,4737.715,ASIA_L,4.333118525936311,-1,False,0.6009984526902759,1.0542131307979525,A_STRUCTURAL_ASYMMETRIC,4,True,True,False,False,True,True,2026-04-10 15:20:00+00:00,2026-04-10 20:30:00+00:00,4741.329771439039,4.0,0.0440936279672388,3.955906372032761,target,61.08427774055688,3.054213887027844,12.082184177244395,73.16646191780127
56813,2026-04-13 07:00:00+00:00,1,EXTERNAL_SWEEP,LONDON,DISPLACEMENT_RETRACE,DISP_BODY50,4731.11,4720.103575596477,11.006424403522942,4764.1292732105685,3.0,4794.765,H4_H,5.783440440441851,0,True,0.3474324859700015,1.6704904492835324,A_STRUCTURAL_ASYMMETRIC,2,False,True,False,False,True,False,2026-04-13 07:10:00+00:00,2026-04-13 08:50:00+00:00,4720.103575596477,-1.0,0.0429849861003512,-1.0429849861003513,stop,73.16646191780127,3.6583230958900637,-3.815576063317492,69.35088585448378
56900,2026-04-13 14:15:00+00:00,-1,EXTERNAL_SWEEP,NEW_YORK,DISPLACEMENT_RETRACE,DISP_BODY50,4722.645,4745.1388940250745,22.49389402507404,4677.657211949852,2.0,4664.325,ASIA_L,2.5927035992519154,-1,False,0.3474324859700015,1.0142098464188285,A_STRUCTURAL_ASYMMETRIC,3,False,True,False,True,True,False,2026-04-13 14:50:00+00:00,2026-04-13 16:50:00+00:00,4745.1388940250745,-1.0,0.020995230949055095,-1.020995230949055,stop,69.35088585448378,3.467544292724189,-3.5403461859760115,65.81053966850777
57442,2026-04-15 13:25:00+00:00,1,EXTERNAL_SWEEP,NEW_YORK,DISPLACEMENT_RETRACE,FVG50,4815.765,4807.743986824446,8.02101317555389,4847.849052702216,4.0,4850.445,PDH,4.323643315497304,2,False,0.7958362259577719,0.9187800796502484,A_STRUCTURAL_ASYMMETRIC,4,False,True,True,False,True,True,2026-04-15 13:40:00+00:00,2026-04-15 15:10:00+00:00,4807.743986824446,-1.0,0.06003936029774005,-1.06003936029774,stop,65.81053966850777,3.290526983425389,-3.4880881185527017,62.32245154995507
58478,2026-04-21 07:45:00+00:00,1,EXTERNAL_SWEEP,LONDON,DISPLACEMENT_RETRACE,FVG50,4784.951499999999,4779.597452412047,5.354047587952664,4806.36769035181,4.0,4830.565,ASIA_H,8.519442393944532,2,False,0.8669770356336874,1.2763399565870475,A_STRUCTURAL_ASYMMETRIC,4,False,True,True,False,True,True,2026-04-21 08:00:00+00:00,2026-04-21 08:10:00+00:00,4779.597452412047,-1.0,0.08937073160811629,-1.0893707316081163,stop,62.32245154995507,3.1161225774977535,-3.3946127320292967,58.927838817925775
58512,2026-04-21 10:35:00+00:00,1,EXTERNAL_SWEEP,LONDON,DISPLACEMENT_RETRACE,DISP_BODY50,4785.58,4780.162139846215,5.417860153785114,4801.833580461355,3.0,4830.565,ASIA_H,8.303093605797764,0,False,0.8669770356336874,0.8814043895891087,A_STRUCTURAL_ASYMMETRIC,2,False,True,False,False,True,False,2026-04-21 10:45:00+00:00,2026-04-21 11:10:00+00:00,4780.162139846215,-1.0,0.08832970700907848,-1.0883297070090785,stop,58.927838817925775,2.946391940896289,-3.2066458777695686,55.72119294015621
58567,2026-04-21 15:10:00+00:00,1,EXTERNAL_SWEEP,NEW_YORK,DISPLACEMENT_RETRACE,DISP_BODY50,4744.075,4722.362817986662,21.71218201333795,4787.499364026676,2.0,4797.935,H1_H,2.480635063160119,0,False,0.8669770356336874,0.845381490165209,A_STRUCTURAL_ASYMMETRIC,2,False,True,False,False,True,False,2026-04-21 15:30:00+00:00,2026-04-21 16:30:00+00:00,4722.362817986662,-1.0,0.02184983064846122,-1.0218498306484611,stop,55.72119294015621,2.7860596470078107,-2.846934578471443,52.87425836168477
59104,2026-04-23 13:55:00+00:00,-1,EXTERNAL_SWEEP,NEW_YORK,DISPLACEMENT_RETRACE,DISP_BODY50,4729.745000000001,4741.790316543799,12.045316543798435,4693.6090503686055,3.0,4692.078,ASIA_L,3.1271075245750457,-1,False,0.48128729690169647,1.2446351931330173,A_STRUCTURAL_ASYMMETRIC,3,True,True,False,False,True,False,2026-04-23 14:25:00+00:00,2026-04-23 17:45:00+00:00,4693.6090503686055,3.0,0.039266257410521296,2.9607337425894786,target,52.87425836168477,2.6437129180842387,7.8273300422917,60.701588403976466
59365,2026-04-24 12:40:00+00:00,-1,EXTERNAL_SWEEP,NEW_YORK,DISPLACEMENT_RETRACE,DISP_BODY50,4702.16,4712.237369516112,10.077369516112412,4671.927891451663,3.0,4664.325,PWL,3.7544519866525445,-1,False,0.8931537183982294,1.1626768226332842,A_STRUCTURAL_ASYMMETRIC,2,False,True,False,False,True,False,2026-04-24 13:05:00+00:00,2026-04-24 13:50:00+00:00,4712.237369516112,-1.0,0.04666058927859947,-1.0466605892785994,stop,60.701588403976466,3.0350794201988234,-3.17669801445265,57.52489038952382
59684,2026-04-27 16:15:00+00:00,1,EXTERNAL_SWEEP,NEW_YORK,DISPLACEMENT_RETRACE,DISP_BODY50,4675.6,4666.540093237441,9.059906762558967,4702.779720287677,3.0,4703.995,PDH,3.134138214020579,0,False,0.32949632208434076,1.3588631264023883,A_STRUCTURAL_ASYMMETRIC,2,True,True,False,False,False,False,2026-04-27 16:25:00+00:00,2026-04-28 02:05:00+00:00,4666.540093237441,-1.0,0.05160759511700956,-1.0516075951170096,stop,57.52489038952382,2.876244519476191,-3.0246805820948364,54.50020980742898
59849,2026-04-28 07:00:00+00:00,1,EXTERNAL_SWEEP,LONDON,DISPLACEMENT_RETRACE,DISP_BODY50,4633.705,4622.450008005478,11.254991994522243,4667.469975983567,3.0,4701.015,ASIA_H,5.980457385732473,0,False,0.7227751251222428,1.3762551683402542,A_STRUCTURAL_ASYMMETRIC,3,True,True,False,False,True,False,2026-04-28 07:10:00+00:00,2026-04-28 08:00:00+00:00,4622.450008005478,-1.0,0.041170220309843,-1.041170220309843,stop,54.50020980742898,2.7250104903714494,-2.837199772606675,51.66301003482231
